"Video ID",Title,Length,Published
RfeSdIRGp0M,"HIGHLIGHTS | PSG 2-1 NICE | MESSI ⚽️ MBAPPE ⚽️","1m 39s","2022-10-02T22:02:00Z"
3DkA1HTaM34,"HIGHLIGHTS | Lyon 0-1 PSG | MESSI ⚽️","1m 39s","2022-09-18T22:01:00Z"
hfnDGYXFpV4,"Leo Messi - Best Dribbles So Far in 2022/2023 🔴🔵","3m 17s","2022-09-16T18:00:13Z"
N0V3i7D4YlU,"HIGHLIGHTS | Haïfa 1-3 PSG | MESSI, MBAPPÉ & NEYMAR JR ⚽️","1m 41s","2022-09-15T22:00:20Z"
bqptUpf5uIc,"HIGHLIGHTS | PSG 1-0 Brest | NEYMAR JR ⚽️","1m 39s","2022-09-11T22:02:00Z"
"zhGE1-khmBc","HIGHLIGHTS | PSG 2-1 Juventus | MBAPPÉ ⚽️","1m 36s","2022-09-08T22:01:00Z"
pTXrL4Svb5g,"Best PSG Skills This Week - EP 4 🔴🔵","3m 12s","2022-09-07T12:00:29Z"
P4UflZg6OP4,"HIGHLIGHTS | FC NANTES 0-3 PSG | MBAPPÉ & NUNO MENDES ⚽️","1m 32s","2022-09-04T22:00:08Z"
DJGd3216S50,"HIGHLIGHTS | Toulouse 0-3 PSG | NEYMAR JR, MBAPPÉ & BERNAT ⚽️","1m 40s","2022-08-31T22:00:05Z"
bnCXIO95KL4,"HIGHLIGHTS | PSG 1-1 Monaco | NEYMAR JR ⚽️","1m 31s","2022-08-28T22:15:53Z"
CcXKGuS9fXw,"HIGHLIGHTS | Lille 1-7 PSG | MBAPPÉ, MESSI, HAKIMI, NEYMAR JR ⚽️","1m 40s","2022-08-21T22:12:41Z"
zV5_b01XpDg,"The Day Kylian Mbappé Shocked the World 🔴🔵","3m 4s","2022-08-20T12:00:39Z"
8k1Cksywcpc,"HIGHLIGHTS | PSG 5-2 Montpellier | NEYMAR JR, MBAPPÉ & SANCHES ⚽️","1m 37s","2022-08-14T22:01:00Z"
F3JeRoKvQbI,"Leo Messi - 1 Year of Goals, Skills and Nice Moments at PSG 🔴🔵","3m 48s","2022-08-10T18:00:09Z"
8ZKXranzJKs,"HIGHLIGHTS | CLERMONT 0 - 5 PSG | NEYMAR JR, MARQUINHOS, HAKIMI & MESSI ⚽️","1m 39s","2022-08-07T22:00:07Z"
UCJcqzG6LZE,"Neymar & Messi - Best moments vs. Nantes & Urawa Red Diamonds","4m 34s","2022-08-04T20:00:13Z"
"-VoV7vdZPfE","Special Focus On Vitinha's Passing Skills vs Nantes (43/43 Passes Completed)","3m 19s","2022-08-04T18:00:00Z"
"4BG-3Vou5w0","HIGHLIGHTS Trophée des Champions 2022 | PSG 4-0 Nantes| LEO MESSI, NEYMAR JR & SERGIO RAMOS ⚽️","1m 41s","2022-07-31T22:01:00Z"
uNW2TP8AG14,"HIGHLIGHTS | PSG 2-1 Kawasaki Frontale | LEO MESSI & KALIMUENDO ⚽️","3m 5s","2022-07-20T16:40:10Z"
GBD5DXivOY4,"Kylian Mbappé's BEST MOMENTS at PSG - 2021/2022","8m 12s","2022-07-18T18:00:05Z"
NM3tMovuLEI,"HIGHLIGHTS | PSG 2-0 QRM | SERGIO RAMOS & GASSAMA ⚽️","3m 2s","2022-07-15T20:10:00Z"
Fnwkh3F8JD4,"Kylian Mbappé's Most Memorable Games With Paris Saint-Germain","8m 3s","2022-07-12T18:00:05Z"
26lbjn6zQWk,"Lionel Messi's BEST MOMENTS at PSG - 2021/2022","10m 10s","2022-07-09T18:00:02Z"
