"Video ID",Title,Length,Published
VMv5YvbxNlk,"Argentina - El regreso de los jaguares | DW Documental","42m 26s","2022-02-16T20:00:07Z"
bBu4B9YjsRg,"Moda rápida - El oscuro mundo de la moda barata | DW Documental","42m 26s","2022-02-11T20:00:17Z"
UiJPEyUDa6Q,"Iglesias evangélicas en Estados Unidos | DW Documental","42m 12s","2022-02-04T20:00:15Z"
YWQ8SSVUnps,"Los nuevos medicamentos contra el cáncer: ¿motivo de esperanza o perjuicio? | DW Documental","42m 27s","2022-02-03T20:00:06Z"
dwI4HaRUsaI,"Sin hogar en Alemania - Cuando el dinero no alcanza para una vivienda | DW Documental","28m 25s","2022-02-01T20:00:15Z"
"7bR-SzmzHuA","Bombay: entre barriadas y rascacielos | DW Documental","41m 57s","2022-01-29T20:00:03Z"
J4iSC11Jk7o,"Carreras de autos - Vertiginosas carreras para ver quién es el más rápido | DW Documental","42m 26s","2022-01-26T20:00:06Z"
8PzMQUpH4OU,"Sobrevivir al Holocausto - En busca de escondites secretos | DW Documental","28m 27s","2022-01-25T20:00:45Z"
PTSWQnT4MHA,"Polémica reintroducción del lince en Europa | DW Documental","25m 56s","2022-01-21T20:00:14Z"
4jMXP0qszgk,"Europa poscolonial – Sin memoria no hay futuro | DW Documental","26m 2s","2022-01-19T20:00:02Z"
g46fh5kC2Ws,"El hielo se derrite - Laponia y el aumento de las temperaturas | DW Documental","28m 27s","2022-01-18T20:00:11Z"
HeOlpMsOF7Y,"Rosberg – A todo gas hacia un futuro ecológico | DW Documental","25m 38s","2022-01-14T20:00:10Z"
xb1Hrv7iJpk,"El mar como vertedero - Los daños de las redes errantes | DW Documental","28m 27s","2022-01-04T20:00:12Z"
di_qKC_4r0Q,"Las niñas de la crísis climática | DW Documental","1h 28m 11s","2021-12-23T20:00:11Z"
"jdbtbguJE-g","Sexo y amor en Rusia | DW Documental","42m 26s","2021-12-22T20:00:14Z"
nzIxGSgwZeg,"Socotra, la isla del tesoro verde entre Yemen y Somalia | DW Documental","28m 26s","2021-12-21T20:00:12Z"
E_CUX8HGyr0,"¿Está regresando el totalitarismo? | DW Documental","42m 27s","2021-12-19T20:00:07Z"
p3GUMmCvKpM,"El Papa Francisco - Pastor de una Iglesia en crisis | DW Documental","25m 51s","2021-12-17T20:00:25Z"
9mHS4VVssBs,"El futuro de la educación - Aprendizaje virtual | DW Documental","42m 26s","2021-12-16T20:00:02Z"
jiLurN1WIX4,"Taiwán versus China - El difícil camino hacia la democracia | DW Documental","42m 26s","2021-12-12T20:00:08Z"
dayIvRiGx7s,"Erotismo, muerte y el demonio - Como el arte del gótico hechizaba a la gente | DW Documental","42m 27s","2021-12-05T20:00:14Z"
2xbKkW7MBdw,"Conseguir lo imposible: Atletas de alto nivel superan sus límites | DW Documental","42m 26s","2021-12-02T20:00:00Z"
saUrfLDchi4,"Alemania: Escasez de enfermeros y el negocio de las agencias privadas de colocación | DW Documental","28m 26s","2021-11-30T20:00:12Z"
"x9MLR-du8NQ","Agroquímicos amenazan abejas y cultivos | DW Documental","42m 26s","2021-11-24T20:00:11Z"
vSHqLeYsy0A,"Portugal - El precio de un pasaporte de la UE | DW Documental","28m 24s","2021-11-23T20:00:13Z"
5WJg8q3z_aA,"Revolución en la medicina - BioNTech, ARNm y la vacuna de la covid-19 | DW Documental","42m 27s","2021-11-21T20:00:00Z"
QFL627F2C0k,"Desde Alemania hasta Irán en moto - El prodigioso viaje de Margot | DW Documental","1h 13m 26s","2021-11-12T20:00:06Z"
_vPW_5uCYOQ,"¿Puede el conocimiento indígena salvar el planeta? | DW Documental","25m 59s","2021-11-10T19:00:18Z"
4t8h5qRkl9k,"¿Vacaciones sin playa de arena? Una materia prima cada vez más escasa | DW Documental","28m 27s","2021-11-09T20:00:01Z"
"Xa-CSM5TXJs","¿Por qué son tan populares los autócratas? - Ataque contra la democracia | DW Documental","42m 27s","2021-11-06T20:00:10Z"
EE9VmNLTT6w,"¿Puede el gas ecológico salvar al mundo del calentamiento global? | DW Documental","28m 26s","2021-11-02T20:00:05Z"
FRS9j96BoPk,"Una fiscal contra el fraude al fisco | DW Documental","42m 27s","2021-10-27T20:00:02Z"
