"Video ID",Title,Length,Published,"Region Restriction Count"
zHr2M7a5MJc,"Rob Lowe & Sons Visit BIGFOOT HOTSPOT in the Redwood Forest (S1, E3) The Lowe Files | Full Episode","21m 28s","2023-01-23T23:00:24Z","53 (allowed)"
vSadtHLx1Cc,"Ghost of Murdered Bride Haunts Joey Lawrence (S2, E17) Celebrity Ghost Stories | Full Episode","42m 45s","2023-01-22T23:00:22Z","53 (allowed)"
Mr8pg9isnMg,"Ancient Aliens: The Hollow Earth Theory","5m 12s","2023-01-22T21:00:09Z","1 (blocked)"
"gwL-L-Cd6Qw","Ferocious Piranhas Appear in US Lakes and Rivers (S4, E6) MonsterQuest | Full Episode","44m 20s","2023-01-21T23:00:15Z","53 (allowed)"
7z3Nwv3xEXQ,"My Haunted House: Spirit of Homeless Girl Lingers After Being Murdered by Previous Homeowner","10m 19s","2023-01-20T23:00:10Z","1 (blocked)"
SN0Mo2Ku_mo,"Airplane-Sized Bird SPOTTED near Jogger's Disappearance (S1, E11) Missing in Alaska | Full Episode","42m 3s","2023-01-20T01:00:13Z","53 (allowed)"
"MmTKhUeb-mg","Mysterious Irish Tomb Uncovered | The UnXplained","5m 53s","2023-01-19T21:00:09Z","1 (blocked)"
_mtEVmZp5g0,"My Ghost Story: Couple's Late Family Members Haunt Them in Their Home","7m 22s","2023-01-18T23:00:19Z","1 (blocked)"
d84xhVnUXhU,"Strange Shadow People Scare and Torment Humans | Ancient Aliens #shorts",49s,"2023-01-18T22:03:20Z","1 (blocked)"
_HNlMRLyHvk,"Trace Cases offer most Convincing Proof of UFO Reality (S3, E5) UFO Files | Full Episode","44m 49s","2023-01-17T23:00:17Z","53 (allowed)"
LJyKOUxx6EA,"Rob Lowe Visits HAUNTED Reformatory from 1800s with Shaman (S1, E1) The Lowe Files | Full Episode","43m 22s","2023-01-16T22:59:46Z","53 (allowed)"
XVYPuZIUU3M,"Sugar Ray Leonard Awoken By Mysterious Young Girl (S2, E16) Celebrity Ghost Stories | Full Episode","43m 7s","2023-01-15T23:00:27Z","53 (allowed)"
arzCP68Ry6o,"Ancient Aliens: Did Aliens Terraform Earth?","5m 7s","2023-01-15T21:00:00Z","1 (blocked)"
pJviHm0eFkc,"Vampire Beast Preys on Goats and Dogs (S2, E2) MonsterQuest | Full Episode","45m 10s","2023-01-14T23:00:31Z","53 (allowed)"
C5dLTUtWer0,"My Haunted House: Couple Dodges Murder in Their Rented Vacation Cabin","10m 36s","2023-01-13T23:00:07Z","1 (blocked)"
tQaaK00JyGI,"Street Magicians Shock Strangers in Chicago (S1, E6) Mondo Magic | Full Episode","21m 39s","2023-01-12T23:00:24Z","53 (allowed)"
S8g2R7mja9Q,"Siberian Tiger Gets BRUTAL Revenge on Russian Hunter | The UnXplained","5m 4s","2023-01-12T21:00:10Z","1 (blocked)"
BYUzPQZIoWc,"My Ghost Story: Active Spirits in Area Where Psychiatric Hospital Was Burned Down","7m 3s","2023-01-11T23:00:05Z","1 (blocked)"
BOuVg0fUQCI,"Sacred Cambodian Temple Mimics Dragon Constellation | Ancient Aliens #shorts",1m,"2023-01-11T21:30:01Z","1 (blocked)"
ffmqqumgT0Q,"Pacific Bermuda Triangle dubbed DRAGON'S TRIANGLE (S3, E11) UFO Files | Full Episode","44m 41s","2023-01-10T23:00:17Z","53 (allowed)"
rKTgA0OKYSw,"Uncovering the Real Labyrinth of Bull-Headed Man (S1, E4) True Monsters | Full Episode","40m 7s","2023-01-09T23:00:34Z","53 (allowed)"
oq24Avjeqqo,"Shelley Long Confronts Civil War Spirits (S2, E15) Celebrity Ghost Stories | Full Episode","43m 14s","2023-01-08T23:00:18Z","53 (allowed)"
KZNpQJR2CtA,"Ancient Aliens: Paracas Skull DNA Test","4m 31s","2023-01-08T21:00:09Z","1 (blocked)"
XmLzBImbJCU,"Studying Sasquatch Footprints in California (S4, E8) MonsterQuest | Full Episode","44m 20s","2023-01-07T23:00:12Z","53 (allowed)"
_rihGDoSQEY,"My Haunted House: Fixer Upper Home Causes Couple to Hallucinate the Future","9m 48s","2023-01-06T23:00:19Z","1 (blocked)"
"gO0GWhW-Ei0","Magician Picks The Pockets Of Various Unsuspecting Pedestrians (S1, E5) Mondo Magic | Full Episode","21m 18s","2023-01-05T23:00:16Z","53 (allowed)"
mc24gyssIAg,"Wolf Beast Goes on Murderous Rampage | The UnXplained","8m 19s","2023-01-05T21:00:30Z","1 (blocked)"
O36FJd1h5RM,"My Ghost Story: Voices of Ghosts Recorded on Tape in Haunted Hotel","6m 32s","2023-01-04T23:00:09Z","1 (blocked)"
WJ009WkI6AQ,"Ancient Astronaut Theorists Believe Bermuda Triangle Can Manipulate Time | Ancient Aliens #shorts",58s,"2023-01-04T21:30:05Z","1 (blocked)"
K0L6BxRTd8o,"Take an Imagined Tour of an Alien Spacecraft (S3, E4) UFO Files | Full Episode","45m 30s","2023-01-03T23:00:18Z","53 (allowed)"
Q68xe83FaYo,"The Real Monsters Behind our Greatest Legends (S1, E3) True Monsters | Full Episode","41m 17s","2023-01-02T23:00:08Z","53 (allowed)"
vYdrbJUn8eY,"Taylor Hicks Receives A Life-Changing Message (S2, E14) Celebrity Ghost Stories | Full Episode","43m 12s","2023-01-01T22:59:52Z","53 (allowed)"
VkIDjYbwq88,"Ancient Aliens: Ancient Alien DNA","5m 8s","2023-01-01T20:59:54Z","1 (blocked)"
t24HzUe8XGQ,"Tracking Down ""the Real Hobbit"" in Indonesia (S1, E12) MonsterQuest | Full Episode","45m 30s","2022-12-31T22:59:48Z","53 (allowed)"
SHEaTcKVe1E,"My Haunted House: Young Girl Taps Into Dark Magic Trying to Communicate With Her Late Father","9m 48s","2022-12-30T23:00:20Z","1 (blocked)"
"qry-BYRwJI4","Magicians in Canada Amaze Crowds w Spontaneous Performances (S1, E4) Mondo Magic | Full Episode","21m 45s","2022-12-29T23:00:24Z","53 (allowed)"
c1USOGvdf5M,"4,000-Year-Old City Destroyed by God's Wrath | The UnXplained","7m 35s","2022-12-29T21:00:25Z","1 (blocked)"
"e1b-l2I4010","My Ghost Story: Woman is Physically Attacked by an Evil Spirit","7m 38s","2022-12-28T23:00:24Z","1 (blocked)"
JrzS2NgdtQQ,"PROOF That the Family She Saw in Her Past Life REALLY EXISTED! | Who Was I? My Past Lives #Shorts",37s,"2022-12-28T20:00:09Z","1 (blocked)"
lkzVfKg3JuA,"Uncovering Mysteries of Canada's Roswell (S3, E5) UFO Files | Full Episode","45m 15s","2022-12-27T23:00:17Z","53 (allowed)"
EzqvMmBr6MQ,"History's Most Mythic Cannibals and Killers (S1, E2) True Monsters | Full Episode","40m 34s","2022-12-26T22:59:54Z","53 (allowed)"
8sd7aPbsdHQ,"Fred Willard Warned by a Protective Force (S2, E13) Celebrity Ghost Stories | Full Episode","43m 39s","2022-12-25T23:00:02Z","53 (allowed)"
pPaEKMjH_zk,"Ancient Aliens: NASA's Extraterrestrial Technology","5m 11s","2022-12-25T20:59:54Z","1 (blocked)"
"5K-Z3fGv1y8","Truth of Bird-Monster Legend Revealed (S1, E4) MonsterQuest | Full Episode","45m 3s","2022-12-24T22:59:53Z","53 (allowed)"
5CUAGEwKkwU,"My Haunted House: Ghost Continues to Haunt Girl Who Walked Through Haunted House to This Day","9m 38s","2022-12-23T23:00:02Z","1 (blocked)"
hyst1D3JVj0,"Magic Street Tour Comes to Washington DC (S1, E3) Mondo Magic | Full Episode","21m 17s","2022-12-22T23:00:20Z","53 (allowed)"
"cb-SMKGeF-U","Biblical Ruins of the Tower of Babel | The UnXplained","6m 32s","2022-12-22T21:00:24Z","1 (blocked)"
9jdOoYyj8fM,"My Ghost Story: Ghost Living in Battleship North Carolina CAUGHT ON CAMERA","7m 29s","2022-12-21T23:00:08Z","1 (blocked)"
IAUQ6ZTiabI,"Woman is SHOCKED When She Finds Her Daughter Talking to a Tree! | The Ghost Inside My Child #Shorts",35s,"2022-12-21T20:00:07Z","1 (blocked)"
ST1DCiQBfgM,"Reverse Engineering an Alien Spacecraft (S3, E3) UFO Files | Full Episode","45m 29s","2022-12-20T23:00:12Z","53 (allowed)"
Nd0sjLowNq8,"Devilish Powers of Satan & Underworld Unlocked (S1, E1) True Monsters | Full Episode","40m 32s","2022-12-19T23:00:19Z","2 (allowed)"
t9LNRZhjvaY,"Charisma Carpenter Fights off an Evil Energy (S2, E12) Celebrity Ghost Stories | Full Episode","42m 52s","2022-12-18T23:00:20Z","53 (allowed)"
KsgkWOEB84U,"Ancient Aliens: The Remnants of Atlantis","5m 11s","2022-12-18T21:00:05Z","1 (blocked)"
1VKXVdga1CE,"50-Foot Lake Demon Lurks Beneath the Surface (S3, E9) MonsterQuest | Full Episode","45m 14s","2022-12-17T23:00:01Z","53 (allowed)"
8rebcAh8Uxs,"My Haunted House: Couple Terrified in New Home Where Multiple Spirits Live With a Horrifying Past","10m 21s","2022-12-16T23:00:05Z","1 (blocked)"
Knf5fFd2fHU,"Magicians in Boston During National Tour (S1, E2) Mondo Magic | Full Episode","21m 45s","2022-12-15T23:00:11Z","53 (allowed)"
CgltYlWfsnA,"The Knights Templar's Holy Grail Secret | The UnXplained","6m 55s","2022-12-15T21:00:04Z","1 (blocked)"
ZOM69QcsMFI,"My Ghost Story: Full Body Apparition of a Man Captured on Camera in Restaurant","7m 4s","2022-12-14T23:00:31Z","1 (blocked)"
6YQxilTN05k,"4-Year-Old Luke Remembers Jumping From a BURNING Building | The Ghost Inside My Child | #Shorts",43s,"2022-12-14T21:00:02Z","1 (blocked)"
DTL9xP05pQ8,"UFOs in Our Airspace (S2, E7) In Search Of | Full Episode","42m 20s","2022-12-12T23:00:04Z","53 (allowed)"
"rm1em9-YMoQ","Margaret Cho Moves in, Discovers She's not Alone (S2, E11) Celebrity Ghost Stories | Full Episode","42m 8s","2022-12-11T23:00:21Z","53 (allowed)"
85AZj_fTQVQ,"Ancient Aliens: The World's Oldest Temple","5m 1s","2022-12-11T21:00:04Z","1 (blocked)"
y76uTKcvi1A,"Stalin's Frankenstein Plot to Combine Men and Apes (S1, E10) MonsterQuest | Full Episode","45m 27s","2022-12-10T23:00:24Z","53 (allowed)"
gQvjJm8m3HE,"My Haunted House: Evil Spirits Haunt a Couple's Home, Too Terrifying Even For a Priest","10m 18s","2022-12-09T23:00:16Z","1 (blocked)"
YIdD2L134s8,"JB & Chris Bring Magic to Streets of New Orleans (S1, E1) Mondo Magic | Full Episode","21m 18s","2022-12-08T23:00:21Z","53 (allowed)"
cxUtlUbzQWw,"The End is Near, Final Doomsday Prophecy (S2, E8) In Search Of | Full Episode","42m 6s","2022-12-08T23:00:17Z","53 (allowed)"
RGzorGQTX9s,"The Colony of Roanoke's Mysterious Disappearance | The UnXplained","7m 32s","2022-12-08T21:00:08Z","1 (blocked)"
dFxNpELbLr0,"My Ghost Story: Active Spirits in Music Venue Caught in Photos and Audio Recordings","8m 39s","2022-12-07T23:00:14Z","1 (blocked)"
SE5288G9Bf4,"Willie Garson Discovers a Ring with Special Powers (S2, E8) Celebrity Ghost Stories | Full Episode","43m 5s","2022-12-04T23:00:10Z","53 (allowed)"
fWOALS4cy_w,"Ancient Aliens: Manufacturing Immortality","5m 8s","2022-12-04T21:00:10Z","1 (blocked)"
"Ky-4jGUCKXE","200 Livestock Torn Apart with No Culprit in Sight (S2, E7) MonsterQuest | Full Episode","45m 10s","2022-12-03T23:00:08Z","53 (allowed)"
iRQoIHVhPBQ,"My Haunted House: Couple's Relationship Put to Test With Paranormal Activity at Their New Home","10m 13s","2022-12-02T23:00:31Z","1 (blocked)"
12W8vcNTNOw,"Most Death-Defying Illusion Ever: ""Death Crash"" (S5, E5) Criss Angel: Mind Freak | Full Episode","43m 46s","2022-12-01T23:00:00Z","2 (allowed)"
"CJfHRQ5-OjA","Unidentified UFO Infiltrates San Diego Sky | The UnXplained","5m 28s","2022-12-01T21:00:03Z","1 (blocked)"
cR1wKBP1NxU,"My Ghost Story: Man Shares Chilling Experiences Working at a Haunted Morgue","6m 47s","2022-11-30T23:00:26Z","1 (blocked)"
0GB7pr23Ke0,"Exploring the Soviet Version of ""Area 51"" (S2, E9) UFO Files | Full Episode","44m 3s","2022-11-29T23:00:00Z","53 (allowed)"
S4TQKsc4oRg,"Hunting for Treasures Stolen by Nazis (S2, E6) In Search Of | Full Episode","42m 21s","2022-11-28T23:00:23Z","2 (allowed)"
_q5zCFVE8n0,"Marilyn Manson Faces Terrifying Consequences (S2, E10) Celebrity Ghost Stories | Full Episode","43m 12s","2022-11-27T23:00:27Z","2 (allowed)"
"KaVOxAQ-i0I","Ancient Aliens: The Shiva Linga of India","5m 15s","2022-11-27T21:00:07Z","1 (blocked)"
KcSVYaoUYPA,"Unidentified Flying Creatures Cannot be Seen with Naked Eye (S1, E11) MonsterQuest | Full Episode","45m 28s","2022-11-26T23:00:19Z","2 (allowed)"
Nwai5edouiE,"My Haunted House: Ghost of Old Woman Reappears in Cursed Home Chasing Away New Owner","10m 21s","2022-11-25T22:59:54Z","1 (blocked)"
B7P7CKnScyw,"Criss Attempts TELEPORTING Himself (S5, E4) Criss Angel: Mind Freak | Full Episode","43m 56s","2022-11-24T22:59:49Z","2 (allowed)"
Sc2HovRIYEQ,"The Long Lost Continent of Mu | The UnXplained","5m 4s","2022-11-24T20:59:51Z","1 (blocked)"
HSEMebaxe9A,"My Ghost Story: Paranormal Activity Caught on Camera in an Abandoned School","7m 40s","2022-11-23T23:00:12Z","1 (blocked)"
4M5RT3NE_Jg,"Mysterious Events and Mexican Folklore (S2, E12) UFO Files | Full Episode","45m 2s","2022-11-22T23:00:04Z","2 (allowed)"
85ap6CplTzU,"Redrawing the Map of Bermuda Triangle (S2, E5) In Search Of | Full Episode","41m 56s","2022-11-21T23:00:03Z","2 (allowed)"
CoL7ooaZj08,"Haylie Duff's Ghost Encounter, Dark Premonition (S2, E9) Celebrity Ghost Stories | Full Episode","43m 5s","2022-11-20T23:00:16Z","2 (allowed)"
b8JaL8xJ59g,"Experts Look for Proof of Legendary Giant Squid (S2, E16) MonsterQuest | Full Episode","45m 10s","2022-11-19T23:00:30Z","1 (blocked)"
EiN4fE_7l_g,"Ancient Aliens: Pandora's Box of Demons","5m 11s","2022-11-19T20:00:03Z","1 (blocked)"
B5Di7nVHMt0,"My Haunted House: Spirit of Old Woman Returns to Her Home Terrorizing Karen and Her Son","10m 26s","2022-11-18T23:00:18Z","1 (blocked)"
x4ZkhuLLCL4,"Levitating an ENTIRE Las Vegas Crowd (S5, E3) Criss Angel: Mindfreak | Full Episode","43m 35s","2022-11-17T23:00:43Z","2 (allowed)"
v3_9TRsg4ek,"The Wright's Brothers Revolutionize Flying | The UnXplained","6m 1s","2022-11-17T21:00:28Z","1 (blocked)"
WgfysGT5l9A,"My Ghost Story: Spirit of Late Bishop Roam Halls of Brownella Cottage",7m,"2022-11-16T23:00:20Z","1 (blocked)"
e4FipSoBKIY,"Beyond The War of the Worlds (S2, E11) UFO Files | Full Episode","44m 50s","2022-11-15T23:00:32Z","2 (allowed)"
UdEOsT_v4uE,"In Search Of: Ancient Secrets of the Bible (S2, E4) | Full Episode","43m 3s","2022-11-14T23:00:17Z","2 (allowed)"
F_ETAIz0cQE,"""My Heart JUMPED Into My Throat"" - Celebrity Ghost Stories (S3, E7) | Full Episode | LMN","43m 29s","2022-11-13T23:00:13Z","2 (allowed)"
cLgOkmmkvbQ,"Ancient Aliens: The Discovery of New Elements","4m 5s","2022-11-13T21:00:24Z","1 (blocked)"
EO1MhHrzcWQ,"Video Proof of SEA MONSTERS (S3, E10) MonsterQuest | Full Episode","45m 10s","2022-11-12T23:00:06Z","2 (allowed)"
yb39NV6BMLE,"My Haunted House: Bachelorette Party Gone Wrong With Terrifying Occurrences in Haunted Cabin","10m 34s","2022-11-11T23:00:53Z","1 (blocked)"
HNOcUCuaBrI,"Traversing A Field Filled with LIVE EXPLOSIVES (S5, E2) Criss Angel: Mindfreak | Full Episode","44m 10s","2022-11-10T23:00:22Z","2 (allowed)"
SX9IPRr9TBM,"The Making of an Evil Genius | The UnXplained","6m 13s","2022-11-10T21:00:15Z","1 (blocked)"
Qs8ViIOtnzw,"AlienCon is Back! Coming to Pasadena, CA March 4-5, 2023",41s,"2022-11-09T23:24:48Z","1 (blocked)"
uHEgKf7jee4,"My Ghost Story: Video Footage in Marijuana Shop SHOCKS Paranormal Investigators","7m 7s","2022-11-09T23:00:37Z","1 (blocked)"
LOXXc_ktzow,"Top Secret Flying Saucer Designs of the Air Force (S2, E10) UFO Files | Full Episode","45m 19s","2022-11-08T23:00:12Z","2 (allowed)"
mEauxBzVDPo,"117 English Colonists VANISHED Without a Trace (S2, E3) In Search Of | Full Episode","42m 29s","2022-11-07T23:00:20Z","2 (allowed)"
"Nk6oi-ZXdF0","Ancient Aliens: Human-Alien Hybrids","5m 5s","2022-11-06T21:00:17Z","1 (blocked)"
nkaThDN1ZQc,"The Rapture and Lead Up to The Apocalypse (S1, E12) Nostradamus Effect | Full Episode","44m 21s","2022-11-05T22:00:28Z","2 (allowed)"
FgWyV0_8qt8,"My Haunted House: Woman Living in Old Speakeasy Haunted by the Ghost of Owner","10m 6s","2022-11-04T22:00:18Z","1 (blocked)"
eyYHkDOvey4,"Predicting Events With Billionaire Richard Branson (S4, E15) Criss Angel: Mindfreak | Full Episode","21m 11s","2022-11-03T22:00:31Z","2 (allowed)"
4_NH4Zhlj0A,"Lingering Spirits in Abandoned Hospital Haunt Workers: My Ghost Story","7m 15s","2022-11-02T22:00:02Z","1 (blocked)"
P6ZGhNOcUk4,"Extraterrestrial Biological Entities Inside Shipping Crates (S2, E6) UFO Files | Full Episode","43m 19s","2022-11-01T22:00:16Z","2 (allowed)"
hS3GiniFjXw,"Using Modern Science to Create Profile of Loch Ness Monster (S2, E2) In Search Of | Full Episode","42m 29s","2022-10-31T22:00:30Z","2 (allowed)"
sWWGjq_5Px0,"Hotel CONFIRMS Billy Baldwin's Belief in Ghosts (S2, E3) Celebrity Ghost Stories | Full Episode","43m 26s","2022-10-30T22:00:20Z","2 (allowed)"
QwZtzemrY7Q,"Ancient Aliens: Arkaim, the Russian Stonehenge","4m 34s","2022-10-30T20:00:05Z","1 (blocked)"
TWPJ5GL449M,"Ancient Scroll Details War That Will End Our World (S1, E11) Nostradamus Effect | Full Episode","44m 20s","2022-10-29T22:00:16Z","2 (allowed)"
wT24pQ7BQAU,"My Haunted House: Sorority House Terrorized by Spirit of Former Owner Killed for Torturing Slaves","10m 40s","2022-10-28T22:00:46Z","1 (blocked)"
9yUD_VJWUgM,"Taking Buried Alive Escape to UNPRECEDENTED Level (S5, E1) Criss Angel: Mindfreak | Full Episode","44m 17s","2022-10-27T22:00:05Z","2 (allowed)"
Y2adDiKbZlk,"Pyramids Found Beneath Antarctic Ice | The UnXplained","5m 5s","2022-10-27T20:00:08Z","1 (blocked)"
EfxCw1v0opM,"My Ghost Story: Chair in Haunted Hotel Momentarily Possesses Woman","7m 48s","2022-10-26T22:00:07Z","1 (blocked)"
0KF16vY6WHU,"Stones Hold Secrets of Ancient Contact with Extraterrestrials (S1, E13) UFO Files | Full Episode","43m 36s","2022-10-25T22:00:01Z","2 (allowed)"
EdpfM4vvvbk,"Loch Ness Monster: The Most Famous Unidentified Species (S2, E1) In Search Of | Full Episode","42m 43s","2022-10-24T22:00:06Z","2 (allowed)"
LeNIevnRjoU,"Marissa Winokur Stumbles Upon A Sad Spirit (S2, E7) Celebrity Ghost Stories | Full Episode","43m 12s","2022-10-23T22:00:08Z","2 (allowed)"
"1co9W-UZ4Q0","Ancient Aliens: Roswell Debris","3m 46s","2022-10-23T20:00:00Z","1 (blocked)"
o7lXFgmAAP0,"Prophecy-Laden Stones Inside the Great Pyramid (S1, E10) Nostradamus Effect | Full Episode","44m 20s","2022-10-22T22:00:31Z","2 (allowed)"
"8-8QWIZUPz0","My Haunted House: Gas Station Worker Gets Nearly Killed by Route 160 Bandit","10m 32s","2022-10-21T22:00:19Z","2 (allowed)"
EkQ0tRwPw0Q,"Criss Re-Attempts Underwater Escape (S4, E18) Criss Angel: Mindfreak | Full Episode","21m 23s","2022-10-20T22:00:28Z","2 (allowed)"
3A2UzM_7dXw,"Young Girl Recalls Her Own DEATH From a ""Past Life""! | The Ghost Inside My Child | #shorts",44s,"2022-10-20T21:00:05Z","1 (blocked)"
gQVPRzQ1LMo,"Mysteries of the Sphinx | The UnXplained","6m 50s","2022-10-20T20:00:23Z","1 (blocked)"
"8h6-CSeewwQ","My Ghost Story: Two Women Communicate With Ghosts in The Haunted Preston Castle","8m 53s","2022-10-19T22:00:09Z","1 (blocked)"
PZ0RSOAFtCE,"A Search of the Grays and Their Alien Agenda (S1, E2) UFO Files | Full Episode","42m 20s","2022-10-18T22:00:16Z","2 (allowed)"
FrEbCfQhmI4,"Zach's Epic Quest to Find Atlantis - Part II (S1, E10) In Search Of | Full Episode","40m 6s","2022-10-17T22:00:06Z","2 (allowed)"
"_Etc-MWFqJk","Spirit Haunts Jermaine Jackson & Family's Estate (S2, E6) Celebrity Ghost Stories | Full Episode","43m 7s","2022-10-16T22:00:13Z","2 (allowed)"
hghdvm0M2zY,"Ancient Aliens: Russia's Roswell","4m 10s","2022-10-16T20:00:16Z","1 (blocked)"
u75enOCcfxo,"Satan's Legion On A Quest for World Domination (S1, E9) Nostradamus Effect | Full Episode","45m 20s","2022-10-15T22:00:32Z","2 (allowed)"
tifvxZwdxk0,"Criss Goes On A Wild Road Trip (S4, E17) Criss Angel: Mindfreak | Full Episode","44m 9s","2022-10-13T22:00:33Z","2 (allowed)"
MJ3Pi6uMBiY,"Boy Suffers From Dramatic Nightmares, Develops THIS Phobia | The Ghost Inside My Child | #shorts",33s,"2022-10-13T20:00:04Z","1 (blocked)"
9Odg79r5Gm8,"Ancient Alien Civilizations Hidden On Mars | The UnXplained","6m 7s","2022-10-13T20:00:02Z","1 (blocked)"
Xo0Bb0yqdYU,"My Ghost Story: Ghost in Abandoned Bomb Factory Scratches Woman's Shoulder","6m 10s","2022-10-12T22:00:28Z","1 (blocked)"
eJ7ygfnNcSI,"Cattle Mutilation and its Connection to UFOs (S1, E1) UFO Files | Full Episode",43m,"2022-10-11T22:00:30Z","2 (allowed)"
5g4DUGvo7As,"Zach's Epic Quest to Find Atlantis - Part I (S1, E9) In Search Of | Full Episode","41m 1s","2022-10-10T22:00:02Z","2 (allowed)"
TrWfjbH0Q9k,"Shirley Jones Has Near-Deadly Run-In With a Ghost (S2, E5) Celebrity Ghost Stories | Full Episode","43m 14s","2022-10-09T22:00:11Z","2 (allowed)"
ao93HiT9Wac,"Ancient Aliens: Angels in Space","4m 35s","2022-10-09T20:00:00Z","1 (blocked)"
"7UPoo-YtqpU","Prophecy Guarded Closely by the Vatican for DECADES (S1, E8) Nostradamus Effect | Full Episode","45m 21s","2022-10-08T22:00:04Z","2 (allowed)"
"wt45Iz-5t4g","My Haunted House: Small Glass Bottle Taken from ""Torture Castle"" Haunts Woman in Her Home","10m 42s","2022-10-07T22:01:08Z","1 (blocked)"
NOfg7jVJchg,"Magic and Bloopers from Criss' Surprise Party (S4, E16) Criss Angel: Mindfreak | Full Episode","21m 16s","2022-10-06T22:00:19Z","2 (allowed)"
JCNGXE3L02k,"Darkness Lurks in the Paris Catacombs | The UnXplained",4m,"2022-10-06T20:00:22Z","1 (blocked)"
