"Video ID",Title,Length,Published,"Region Restriction Count"
5n_WCxjRVMc,"My Ghost Story: Shadows of Ghosts Captured in Photos at the Lemp Mansion","7m 5s","2022-10-05T22:00:01Z","1 (blocked)"
YIwpwmQL9xY,"Experts Examine Secretive Facility in Utah, AREA 52 (S3, E13) UFO Hunters | Full Episode","44m 40s","2022-10-04T22:00:16Z","2 (allowed)"
"sFPJjPpxh-U","Man Dies and Came Back to Life After Kayaking Accident (S1, E8) In Search Of | Full Episode","42m 13s","2022-10-03T22:00:20Z","2 (allowed)"
"HY-UtDg6zms","Michael Urie Summons Spirit With Ouija Board (S2, E4) Celebrity Ghost Stories | Full Episode","43m 12s","2022-10-02T22:00:14Z","2 (allowed)"
oJbjmQkXkzY,"Ancient Aliens: Ancient Nanostructures","3m 27s","2022-10-02T20:00:11Z","1 (blocked)"
eMwbuSKHSAw,"The Antichrist Will Rise From Deep Within the Earth (S1, E7) Nostradamus Effect | Full Episode","45m 20s","2022-10-01T22:00:14Z","2 (allowed)"
m9m9z8SOIH4,"My Haunted House: Exorcism Frees Woman After 15 Years of Strange Behaviors and Events","9m 34s","2022-09-30T22:00:32Z","1 (blocked)"
"GJKsD-Wr1Fw","Criss Is A Big Kid At Heart (S4, E14) Criss Angel: Mindfreak | Full Episode","21m 17s","2022-09-29T22:00:17Z","2 (allowed)"
OIoe_PitCY0,"Ark of the Covenant Holds Apocalyptic Power | The UnXplained","4m 20s","2022-09-29T20:00:07Z","1 (blocked)"
uId1N6BXqK4,"My Ghost Story: Medium Connects With Woman’s Late Son and Shares Intimate Details","7m 13s","2022-09-28T22:00:34Z","1 (blocked)"
BKMFr_cPrSI,"Woman Unlocks SPECIFIC Family Details From Early 19th Century | Who Was I?: My Past Lives #shorts",45s,"2022-09-28T19:00:08Z","1 (blocked)"
15_OzC5Y0f8,"Men in Black Are Real And Here to Keep Us Quiet (S3, E12) UFO Hunters | Full Episode","44m 38s","2022-09-27T22:00:01Z","2 (allowed)"
GINEQ1pfDeo,"Mischievous Spirit Pranks Alice Cooper (S2, E2) Celebrity Ghost Stories | Full Episode","43m 36s","2022-09-25T22:00:05Z","2 (allowed)"
69KB30k7yW0,"Ancient Aliens: The Hollow Moon","5m 2s","2022-09-25T20:00:03Z","1 (blocked)"
nTZIfkdxzNI,"My Haunted House: Old Police Film Camera Torments Woman With Terrifying Altered Photos","11m 1s","2022-09-23T22:00:19Z","1 (blocked)"
eIXteXVzljI,"What NASA Doesn't Want You To See | The Proof Is Out There #shorts",49s,"2022-09-23T19:30:03Z","1 (blocked)"
eeYhoCyDZvI,"Criss Makes a Million Dollar Bet with Gene Simmons (S4, E13) Criss Angel: Mindfreak | Full Episode","21m 14s","2022-09-22T22:00:15Z","2 (allowed)"
3aDdlMsdtGU,"Thousands of Human Bones Discovered by Mysterious Lake | The UnXplained","6m 19s","2022-09-22T20:00:01Z","1 (blocked)"
BgwICZ4dTro,"My Ghost Story: The Ghosts of Wolfe Manor","6m 45s","2022-09-21T22:00:04Z","1 (blocked)"
HyDKpkjU1dE,"Multiple UFOs Pursued by US Military Helicopters (S3, E11) UFO Hunters | Full Episode","44m 41s","2022-09-20T22:00:06Z","2 (allowed)"
RQIPEnF1fDY,"Terrifying and Deadly Sinkholes Around the World (S1, E6) In Search Of | Full Episode","42m 25s","2022-09-19T22:00:19Z","2 (allowed)"
zGfNLSdNttA,"Joan Collins Enrages a Ghost at a Dinner Party (S2, E1) Celebrity Ghost Stories | Full Episode","42m 58s","2022-09-18T22:00:24Z","2 (allowed)"
ZkcbOjnVqlI,"Ancient Aliens: What Have Astronauts Seen on the Moon?","3m 58s","2022-09-18T20:00:11Z","1 (blocked)"
yQFZengpMkQ,"A Darker Side to Sir Isaac Newton (S1, E5) Nostradamus Effect | Full Episode","45m 20s","2022-09-17T22:00:32Z","2 (allowed)"
MuRa8nC9KnQ,"My Haunted House: Ghost of Woman Left to Die During Dust Bowl Continues to Reappear","10m 22s","2022-09-16T22:00:18Z","1 (blocked)"
zJxzYb_A4vE,"Astounding Predictions and Premonitions (S4, E12) Criss Angel: Mindfreak | Full Episode","21m 22s","2022-09-15T22:00:24Z","2 (allowed)"
N5Uj89X2ECU,"Supernatural Forces CONTROL Wildlife | The Proof Is Out There #shorts",45s,"2022-09-15T19:00:17Z","1 (blocked)"
_mGKfuMFI6w,"My Ghost Story: Children's Spirits Haunt Museum Where They Were Killed in a Fire","7m 56s","2022-09-14T22:00:15Z","1 (blocked)"
8UuJ0wbPFGw,"The Mystic Powers of Meditation | The UnXplained","5m 35s","2022-09-14T20:00:02Z","1 (blocked)"
cYPX9ZZnQs0,"Unraveling the Mystery of Orbs (S3, E10) UFO Hunters | Full Episode","44m 40s","2022-09-13T22:00:26Z","2 (allowed)"
"TZozkLJ-ZOc","Origins of the Universe and Time Travel (S1, E5) In Search Of | Full Episode","41m 37s","2022-09-12T22:00:12Z","2 (allowed)"
Op0HgVc1Xw4,"Morgan Fairchild Abused by a Spirit (S1, E9) | Celebrity Ghost Stories | Full Episode","44m 38s","2022-09-11T22:00:20Z","2 (allowed)"
NBp6irlNbvw,"Ancient Aliens: The Origin of the Moon","5m 12s","2022-09-11T20:00:05Z","1 (blocked)"
6XY6H4WNbZ0,"My Haunted House: Rocking Chair With Dark Past Haunts New Parents and Their Baby","9m 53s","2022-09-09T22:00:05Z","1 (blocked)"
Q0jOoEPObIg,"The Art of Close Up Magic (S4, E11) Criss Angel: Mindfreak | Full Episode","21m 21s","2022-09-08T22:00:18Z","2 (allowed)"
1wrRFn96rao,"Aliens Plot Our Doomsday | The UnXplained","5m 55s","2022-09-08T20:00:00Z","1 (blocked)"
"yWTNT-U1uQ4","BIGFOOT’S Savage Snarl - CAUGHT ON CAMERA! | The Proof Is Out There #shorts",51s,"2022-09-08T19:30:09Z","1 (blocked)"
Lf43_TGbhdE,"My Ghost Story: Family Moves into Haunted Farmhouse With Horrifying Past","8m 45s","2022-09-07T22:00:07Z","1 (blocked)"
suHOIrs6K2s,"Connecting Weapons Labs to UFOs (S3, E9) UFO Hunters | Full Episode","44m 40s","2022-09-06T22:00:32Z","2 (allowed)"
"6Hli7438i-s","Monsters of the Ocean Floor (S1, E3) In Search Of | Full Episode","41m 54s","2022-09-05T21:59:56Z","2 (allowed)"
v7wzenj5xw4,"Ernie Hudson Stays at Haunted Hotel (S1, E8) Celebrity Ghost Stories | Full Episode","43m 5s","2022-09-04T22:00:19Z","2 (allowed)"
wDr7YLOjn9k,"Ancient Aliens: Multiple Versions of Humans Beings","5m 3s","2022-09-04T20:00:10Z","1 (blocked)"
"79ddt8G-FmM","The Maya Predict a Violent Apocalypse (S1, E3) Nostradamus Effect | Full Episode","45m 18s","2022-09-03T21:59:50Z","2 (allowed)"
"-95bg43C_Xk","My Haunted House: Chain Letter from Late Mother Haunts Woman","9m 19s","2022-09-02T22:00:00Z","1 (blocked)"
IJOtcr1alAE,"A Mistake Could Lead to Death (S4, E10) Criss Angel: Mindfreak | Full Episode","21m 22s","2022-09-01T22:00:17Z","2 (allowed)"
1EeDTDziptM,"Exorcisms & The Horrors of Possession | The UnXplained","5m 6s","2022-09-01T20:00:01Z","1 (blocked)"
ypdvkECY9qE,"My Ghost Story: Paranormal Activity in Cemetery and Chapel Caught on Camera","7m 58s","2022-08-31T22:00:37Z","1 (blocked)"
1cSenWHKIKQ,"Woman's Unintelligible Speech is Actually Arabic | Who Was I?: My Past Lives #shorts",50s,"2022-08-31T19:00:01Z","1 (blocked)"
2mlO_3149VM,"America's Most Top-Secret Underwater Facility (S3, E8) UFO Hunters | Full Episode","44m 41s","2022-08-30T22:00:02Z","2 (allowed)"
w1L7WRZ_t6U,"Harnessing Superhuman Powers Through Demonstrations (S1, E2) In Search Of | Full Episode","42m 38s","2022-08-29T22:00:33Z","2 (allowed)"
1uXgimoffnM,"Opening the Door to a Hellish Nightmare (S1, E7) Celebrity Ghost Stories | Full Episode","43m 8s","2022-08-28T22:00:01Z","2 (allowed)"
glThWfGrRGA,"Ancient Aliens: Rh-Negative Blood","5m 11s","2022-08-28T20:00:09Z","1 (blocked)"
vKNwhxnZHjc,"The Effect of Nostradamus on Da Vinci (S1, E2) Nostradamus Effect | Full Episode","45m 21s","2022-08-27T22:00:16Z","2 (allowed)"
ujXIzCjie94,"My Haunted House: Spirit of Infamous Cul De Sac Killer Haunts New Homeowner and His Daughter","10m 10s","2022-08-26T22:00:22Z","1 (blocked)"
F14J5RYBob0,"Shackled and Hung Upside Down Over New Orleans (S4, E9) Criss Angel: Mindfreak | Full Episode","21m 21s","2022-08-25T22:00:05Z","2 (allowed)"
e2C2MkfYSfo,"The Birth of Satan | The UnXplained","5m 59s","2022-08-25T20:00:08Z","1 (blocked)"
WWVsZDngCd0,"Sinister Image of Church Relentlessly Appears in Woman's Dreams | Who Was I?: My Past Lives #shorts","1m 1s","2022-08-25T19:00:11Z","1 (blocked)"
vAN5pguynI8,"My Ghost Story: Man’s Late Wife Continues to Haunt Him Out of Jealousy","7m 23s","2022-08-24T22:00:22Z","1 (blocked)"
acBEZ6GGKHo,"Evidence That UFOs Have Visited Earth for Centuries (S3, E7) UFO Hunters | Full Episode","44m 41s","2022-08-23T22:00:00Z","2 (allowed)"
3yrTb3l7nI4,"Researching Aliens Using the World's Largest Telescope (S1, E1) In Search Of | Full Episode","42m 47s","2022-08-22T22:00:03Z","2 (allowed)"
ZG76hHauNYg,"""The Covers Were YANKED from My Legs!"" (S1, E6) Celebrity Ghost Stories | Full Episode","43m 11s","2022-08-21T22:00:09Z","2 (allowed)"
kWPL8g5Wv7U,"Ancient Aliens: The Demise of Neanderthals","5m 3s","2022-08-21T20:00:11Z","1 (blocked)"
d65nygqNOAM,"Prophet Nostradamus Saw Arrival of Three Antichrists (S1, E1) Nostradamus Effect | Full Episode","45m 10s","2022-08-20T22:00:24Z","2 (allowed)"
YUF5uFKU1vg,"My Haunted House: Faceless Man Steals Valuables at Haunted Inn","8m 51s","2022-08-19T22:00:17Z","1 (blocked)"
kbqA7_aK58Q,"Mysticism, Culture and Spirits of New Orleans (S4, E8) Criss Angel: Mindfreak | Full Episode","21m 16s","2022-08-18T22:00:21Z","2 (allowed)"
dfjEaO9tze4,"Billion Dollar Treasure Locked in Cursed Temple | The UnXplained","4m 5s","2022-08-18T20:00:33Z","1 (blocked)"
1twB391ZbUI,"""She's Going DOWN!"" Boy Has Night Terror from Titanic Sinking | The Ghost Inside My Child #shorts",41s,"2022-08-18T19:00:01Z","1 (blocked)"
cPrHz4hw8Ys,"My Ghost Story: Ghosts CAUGHT ON CAMERA in Basement of Historical Speakeasy","7m 37s","2022-08-17T22:00:31Z","1 (blocked)"
kutA4Q4LgaE,"Thousands of Cows Slaughtered Around the World (S3, E6) UFO Hunters | Full Episode","44m 40s","2022-08-16T22:00:18Z","2 (allowed)"
"sc69gY-26W4","Researchers and Experts Look for Bigfoot in New York (S2, E12) MonsterQuest | Full Episode","45m 10s","2022-08-15T22:00:17Z","2 (allowed)"
NN1NBc2JrEs,"Lisa Rinna's Family Haunted by a Lonely Ghost (S1, E5) Celebrity Ghost Stories | Full Episode","43m 2s","2022-08-14T22:00:08Z","2 (allowed)"
zGX_8MMjW6M,"Ancient Aliens: Chinese Interest in Otherworldly Phenomenon","5m 2s","2022-08-14T20:00:13Z","1 (blocked)"
"DmBTE-1LsLg","Keeping Tesla's Files Secret (S1, E5) The Tesla Files | Full Episode","42m 20s","2022-08-13T22:00:11Z","2 (allowed)"
Sstg5NGgvQ4,"My Haunted House: Man Escapes Death by Sleep Paralysis While Living in Corporate Housing","9m 57s","2022-08-12T22:00:10Z","1 (blocked)"
0HSPHpqSAls,"Handcuffed, Submerged and 100 Feet Up (S4, E7) Criss Angel: Mindfreak | Full Episode","21m 24s","2022-08-11T22:00:00Z","2 (allowed)"
xNBfzM8H5Ig,"Lost Treasure of the Knights Templar | The UnXplained","6m 20s","2022-08-11T20:00:30Z","1 (blocked)"
fHql2fc4aow,"Dying Japanese Woman Living INSIDE 3-Year-Old Girl a World Away | The Ghost Inside My Child #shorts","1m 7s","2022-08-11T18:13:18Z","1 (blocked)"
"Yjlq-C-ZMOA","My Ghost Story: Paranormal Investigation on Flight Crash Site Reveal Astonishing Details","8m 26s","2022-08-10T22:00:15Z","1 (blocked)"
Kc_cbPtbvbs,"The UFO Phenomenon and the Third Reich (S3, E5) UFO Hunters | Full Episode","44m 40s","2022-08-09T22:00:09Z","2 (allowed)"
kshlz6OIHH8,"Giant Monster Terrorizes Small Town in West Virginia (S4, E5) MonsterQuest | Full Episode","44m 20s","2022-08-08T22:00:21Z","2 (allowed)"
qgzw37haAPM,"Carnie Wilson's Sister Introduces Spirit World (S1, E4) Celebrity Ghost Stories | Full Episode","43m 13s","2022-08-07T22:00:33Z","2 (allowed)"
ysu7ViOzjdA,"Ancient Aliens: The Nine Emperor Gods","5m 3s","2022-08-07T20:00:14Z","1 (blocked)"
"xti-rAYW9wc","Tesla's Connection to the U.S. Air Force (S1, E4) The Tesla Files | Full Episode","42m 20s","2022-08-06T22:00:32Z","2 (allowed)"
bk_oYByXZ7M,"My Haunted House: Young Girl Killed in Drunk Driving Accident Haunts Woman New To Town","10m 15s","2022-08-05T22:00:18Z","1 (blocked)"
SomwpoEkEB8,"Two UFOs Spotted in Australia Linked to Secret Base? | The Proof Is Out There #shorts",1m,"2022-08-05T19:30:29Z","1 (blocked)"
"-84_Zbvj3LA","Burned Alive and Impaled by Forklift (S4, E6) Criss Angel: Mindfreak | Full Episode","21m 32s","2022-08-04T22:00:00Z","2 (allowed)"
cvOY9wVMs1U,"REAL VAMPIRES in NEW ORLEANS | The UnXplained","4m 31s","2022-08-04T20:00:18Z","1 (blocked)"
q8ZCpHDCEyc,"My Ghost Story: Tour Guides Share First Hand Account of Haunted Activity in Historical Castle","8m 51s","2022-08-03T22:00:20Z","1 (blocked)"
y3lve23XBa0,"Unidentified Submerged Objects (S3, E4) UFO Hunters | Full Episode","44m 41s","2022-08-02T22:00:27Z","2 (allowed)"
eNyy3sH2nyY,"Pythons Travel North From Florida (S4, E3) MonsterQuest | Full Episode","45m 10s","2022-08-01T22:00:16Z","2 (allowed)"
NWYPMSN3J8Q,"Carrie Fisher Spooked After Friend Dies In Her Bed (S1, E3) Celebrity Ghost Stories | Full Episode","43m 7s","2022-07-31T22:00:14Z","2 (allowed)"
TFI9vQyj_hU,"Ancient Aliens: Strange Events at Fuxian Lake","5m 12s","2022-07-31T20:00:13Z","1 (blocked)"
GW77JtTf1l4,"The New Yorker Hotel's Controversial Resident (S1, E3) The Tesla Files | Full Episode","42m 20s","2022-07-30T22:00:05Z","2 (allowed)"
fckgcb6hZr4,"My Haunted House: Young Boy Killed in Homicide Over 30 Years Ago Haunts New Homeowner's Family","9m 54s","2022-07-29T22:00:30Z","1 (blocked)"
AIS1Lt8B6sM,"SECRET HISTORY of the Empire State Building | The UnXplained","5m 16s","2022-07-28T20:00:08Z","1 (blocked)"
"APhypg-L458","Pilot Spots Mysterious Metallic Cube Floating Across the Sky | The Proof Is Out There #shorts",59s,"2022-07-28T17:32:47Z","1 (blocked)"
"8YI7-sX-yq0","My Ghost Story: Paranormal Activity Scares Guests and Employees of Bed & Breakfast","8m 5s","2022-07-27T22:00:03Z","1 (blocked)"
KCbhIGegyjU,"The Grey's Conspiracy (S2, E16) UFO Hunters | Full Episode","44m 41s","2022-07-26T22:00:07Z","2 (allowed)"
JUqe3sZbDkU,"UFOs: The Truth Revealed | Unidentified: Inside America's UFO Investigation (S1, E6) | Full Episode","42m 7s","2022-07-26T02:00:05Z","53 (allowed)"
pf3G7bEjPNw,"The Abominable Snowman (S3, E25) MonsterQuest | Full Episode","1h 31m 19s","2022-07-25T22:00:31Z","2 (allowed)"
Rr2gtfBzMYw,"Sammy Hagar Is Haunted By Van Halen's Manager (S1, E2) Celebrity Ghost Stories | Full Episode","43m 19s","2022-07-24T22:00:17Z","2 (allowed)"
xZMDIIG8Sac,"Ancient Aliens: Ancient Mummies in the Chinese Desert","4m 25s","2022-07-24T20:00:22Z","1 (blocked)"
PtsQAPC56o8,"A Mysterious Laboratory in Colorado Springs (S1, E2) The Tesla Files | Full Episode","42m 19s","2022-07-23T22:00:09Z","2 (allowed)"
Hybvk86Ugjc,"My Haunted House: Spirits From an Abandoned Brothel Follow Man Home, Continuing to Him","10m 5s","2022-07-22T22:00:07Z","1 (blocked)"
GLjSkblPC2Q,"Up Close and Personal With The Girls Next Door (S4, E4) Criss Angel: Mindfreak | Full Episode","21m 26s","2022-07-21T22:00:14Z","2 (allowed)"
k9_2KjMocdg,"YELLOWSTONE SUPER VOLCANO Could Devastate Planet | The UnXplained","3m 44s","2022-07-21T20:00:11Z","1 (blocked)"
Wi5wRl8QNuY,"UFO IN FLAMES CAUGHT ON CAMERA OVER CANADA | The Proof Is Out There #shorts",58s,"2022-07-21T19:07:05Z","1 (blocked)"
NK4rEL8uQF8,"My Ghost Story: Lingering Spirit in Moonville Tunnel Haunts Hikers on Trail","7m 4s","2022-07-20T22:00:18Z","1 (blocked)"
MkOmMqiUvMk,"Human-Alien Experiments in the Desert (S3, E2) UFO Hunters | Full Episode","44m 41s","2022-07-19T22:00:21Z","2 (allowed)"
g8H7EmVEyog,"UFOs Linked to Atomic Bomb | Unidentified: Inside America's UFO Investigation (S1 E5) | Full Episode","41m 36s","2022-07-19T02:00:18Z","53 (allowed)"
vv8HXcEeBag,"Encounters With Sasquatch (S3, E19) MonsterQuest | Full Episode","45m 10s","2022-07-18T22:00:26Z","2 (allowed)"
6U7GkyuWi2U,"Joan Rivers Enlists The Help of a Voodoo Priestess (S1, E1) Celebrity Ghost Stories | Full Episode","43m 11s","2022-07-17T22:00:05Z","2 (allowed)"
wuXYwvjdPh8,"Ancient Aliens: The Nine Forces from Beyond","4m 11s","2022-07-17T20:00:08Z","1 (blocked)"
FseDBKT3FL0,"Confiscated By The U.S. Government (S1, E1) The Tesla Files | Full Episode","42m 20s","2022-07-16T22:00:08Z","2 (allowed)"
"mZESq-djDhg","My Haunted House: Landlady's Dark Past Haunts New Tenant","10m 7s","2022-07-15T22:00:33Z","1 (blocked)"
scxN0KyChew,"Skeptics Participate in a Deadly Challenge (S4, E3) Criss Angel: Mindfreak | Full Episode","21m 24s","2022-07-14T22:00:34Z","2 (allowed)"
LDu9s0EA2MY,"The Unexplained Prophecies of Nostradamus Are Shockingly Accurate | The UnXplained","3m 52s","2022-07-14T20:00:07Z","1 (blocked)"
n1YmIoLCpQg,"UFO Spotted in Jerusalem CAUGHT ON CAMERA | The Proof Is Out There #shorts",53s,"2022-07-14T17:42:48Z","1 (blocked)"
GHBoOdfblkI,"My Ghost Story: The Infamous Villisca Ax Murder House","8m 16s","2022-07-13T22:00:12Z","1 (blocked)"
VJeT2AxmqoM,"The Elusive Triangle Ships (S3, E1) UFO Hunters | Full Episode","44m 41s","2022-07-12T22:00:10Z","2 (allowed)"
LdfQohtAzXY,"UFOs Lurk Over US Cities | Unidentified: Inside America's UFO Investigation (S1, E4) | Full Episode","42m 4s","2022-07-12T02:00:03Z","53 (allowed)"
XQ786iWBvmI,"Isle of the Lost Tiger (S3, E13) MonsterQuest | Full Episode","45m 11s","2022-07-11T22:00:12Z","2 (allowed)"
HxDDhtmY68g,"Ancient Aliens: Governed by Extraterrestrials","3m 22s","2022-07-10T20:00:06Z","1 (blocked)"
awGiq917TYY,"Cryptic Find in the Heart of Darkness (S1, E6) Legend of the Superstition Mountains | Full Episode","43m 6s","2022-07-09T22:00:01Z","2 (allowed)"
Bs3Pofz4SSY,"My Haunted House: Earthquake Triggers ""Birdman"" Spirit To Haunt Home","10m 2s","2022-07-08T22:00:11Z","1 (blocked)"
fLvuUf9txlg,"The Near Death Experience of Eric Roberts (S5, E3) The Haunting Of | Full Episode","40m 23s","2022-07-07T22:00:17Z","2 (allowed)"
WMs98lB9UMI,"Shocking Building Implosion Escape (S4, E2) Criss Angel: Mindfreak | Full Episode","43m 21s","2022-07-07T22:00:14Z","2 (allowed)"
vtEFqoWrwhI,"Mystery of the Mothman | The UnXplained","3m 53s","2022-07-07T20:00:11Z","1 (blocked)"
r1yHykC5NLo,"My Ghost Story: Spirit of Former Homeowner Lingers in B&B, Frightening Guests","7m 55s","2022-07-06T22:00:32Z","1 (blocked)"
9O73VcNF06Y,"Area 51 Revealed (S2, E13) UFO Hunters | Full Episode","44m 40s","2022-07-05T22:00:05Z","2 (allowed)"
k7zzwEXHtA4,"Chilling Evidence of UFOs | Unidentified: Inside America's UFO Investigation (S1, E3) | Full Episode","41m 59s","2022-07-05T01:59:48Z","53 (allowed)"
43xjJCvSAwY,"Gators in the New York City Sewers (S3, E5) MonsterQuest | Full Episode","45m 10s","2022-07-04T21:59:46Z","2 (allowed)"
qvc2cpS5DDY,"Johnathon Schaech's Old Texas Theater (S4, E25) The Haunting Of | Full Episode","40m 44s","2022-07-03T22:00:15Z","2 (allowed)"
WXf3H7lh7tU,"Finding Dead Man's Gold (S1, E5) Legend of the Superstition Mountains | Full Episode","42m 32s","2022-07-02T22:00:10Z","2 (allowed)"
"GY2c7aZ-Jbs","My Haunted House: Fiancé's Late Wife's Spirit Warns Newly Engaged Woman","9m 52s","2022-07-01T22:00:05Z","1 (blocked)"
lsWrUnapxCs,"Walking On Water (S4, E1) Criss Angel: Mindfreak | Full Episode","44m 19s","2022-06-30T22:00:23Z","2 (allowed)"
gm9l9AWsvBA,"The UnXplained: Mystery of Devil's Tower","3m 17s","2022-06-30T20:00:09Z","1 (blocked)"
OxoBNt4082c,"My Ghost Story: Paranormal Activity from Giraffe Statue CAUGHT ON CAMERA","7m 33s","2022-06-29T22:00:11Z","1 (blocked)"
DlSoSGrq3LQ,"MYSTERIOUS GIANT FLAME CAUGHT ON CAMERA IN FLORIDA | The Proof Is Out There #shorts",59s,"2022-06-29T15:00:14Z","1 (blocked)"
2cDVk4_so5w,"Covering Up Alien Crashes (S2, E12) UFO Hunters | Full Episode","44m 40s","2022-06-28T22:00:01Z","2 (allowed)"
ES6UrsnX_qY,"Shocking UFO Sightings | Unidentified: Inside America's UFO Investigation (S1, E2) | Full Episode","42m 46s","2022-06-28T02:00:02Z","53 (allowed)"
wVXzgGvwgTw,"The Mysterious Cattle Killer (S3, E2) MonsterQuest | Full Episode","44m 41s","2022-06-27T22:00:20Z","2 (allowed)"
"j-sOdvlOCoM","Joanna Cassidy's HAUNTED Louisiana Home (S3, E36) The Haunting Of | Full Episode","40m 19s","2022-06-26T22:00:14Z","2 (allowed)"
14DlAhs7WYs,"Ancient Aliens: Ancient Egyptians in Australia","5m 8s","2022-06-26T20:00:00Z","1 (blocked)"
8lVfSWPZ9xo,"Curse of the Black Legion (S1, E4) Legend of the Superstition Mountains | Full Episode","42m 24s","2022-06-25T22:00:05Z","2 (allowed)"
D5htnWO7SEw,"My Haunted House: Poltergeist Terrifies New Owner of Home With a Dark Past","10m 10s","2022-06-24T22:00:11Z","1 (blocked)"
"MaPL0F-IBwE","Mexico Barrel Escape (S3, E24) Criss Angel: Mindfreak | Full Episode","21m 20s","2022-06-23T22:00:09Z","2 (allowed)"
eKKSVuKYlN4,"The UnXplained: Secrets of The Winchester Mystery House","3m 16s","2022-06-23T20:00:20Z","1 (blocked)"
HjTO0Mdncfk,"My Ghost Story: Actors and Director Disturbed By Unexplained Footage in Silent Movie","7m 3s","2022-06-22T22:00:14Z","1 (blocked)"
3RWTrnAskCg,"Aliens at the Airport (S2, E11) UFO Hunters | Full Episode","44m 41s","2022-06-21T22:00:43Z","2 (allowed)"
CEMs1VItdFI,"UFO Secrets Revealed | Unidentified: Inside America's UFO Investigation (S1, E1) | Full Episode","41m 51s","2022-06-21T01:59:48Z","53 (allowed)"
Wb_Rs9jQEgQ,"Death of the Loch Ness Monster (S3, E1) MonsterQuest | Full Episode","45m 10s","2022-06-20T21:59:50Z","2 (allowed)"
RzWj7OUJE4U,"Jonathan Bennett Senses a Dark Spirit In His New Home (S3, E15) The Haunting Of | Full Episode","40m 31s","2022-06-19T22:00:09Z","2 (allowed)"
goCwtlLNYZU,"Ancient Aliens: The Universal Egg","5m 4s","2022-06-19T20:00:14Z","1 (blocked)"
RsSbpT8K6RE,"The Dutchman's Code (S1, E3) Legend of the Superstition Mountains | Full Episode","43m 6s","2022-06-18T22:00:07Z","2 (allowed)"
MU9rf3WVoZw,"My Haunted House: Paranormal Occurrences in Home Lead to a Hidden Room in the Basement","9m 54s","2022-06-17T22:00:33Z","1 (blocked)"
U6_IBNPO0Uc,"The UnXplained: The Secrets of Einstein's Brain",4m,"2022-06-16T20:00:04Z","1 (blocked)"
WOwDPKYUpRk,"My Ghost Story: Ghost of Maid Haunts Guests in 150 Year Old Hotel","8m 9s","2022-06-15T22:00:10Z","1 (blocked)"
8jkeLKV7K7w,"Mile-Wide UFOs (S2, E10) UFO Hunters | Full Episode","44m 35s","2022-06-14T22:00:43Z","2 (allowed)"
T9msOCQiwrY,"Jaws in Illinois (S2, E18) MonsterQuest | Full Episode","45m 10s","2022-06-13T22:00:10Z","2 (allowed)"
9wmk3a0hSAg,"Louis Gossett Jr.'s Ghostly Hotel (S4, E10) The Haunting Of | Full Episode","40m 15s","2022-06-12T22:00:02Z","2 (allowed)"
"Q0-CQPN4pMc","Ancient Aliens: The Most Ancient Continuous Culture","5m 2s","2022-06-12T20:00:12Z","1 (blocked)"
"yzqAqN6G-fQ","My Haunted House: Artist Work Space HAUNTED By Spirit of Previous Artist Who Died There","9m 30s","2022-06-10T22:00:35Z","1 (blocked)"
"DobQLR-4pP0","The Mark of the X (S1, E2) Legend of the Superstition Mountains | Full Episode","43m 4s","2022-06-10T22:00:05Z","2 (allowed)"
HUcEe9jq1jQ,"Apollo 12 Uncovers a Hollow Moon | The UnXplained","5m 5s","2022-06-09T20:00:55Z","1 (blocked)"
FkXkabO0zw8,"Illeana Douglas' Haunted NYC Apartment (S4, E6) The Haunting Of | Full Episode","40m 41s","2022-06-09T00:00:07Z","2 (allowed)"
798Gi6dLubo,"My Ghost Story: Ghosts Interact with People in Haunted Historic Home","6m 27s","2022-06-08T22:00:08Z","1 (blocked)"
g8ukgw40b1k,"Overlapping Orbs MOVING IN UNISON Spotted in Chile | The Proof Is Out There #shorts",1m,"2022-06-08T17:41:35Z","1 (blocked)"
"5cHb-HILF8w","UFO Storm (S2, E9) UFO Hunters | Full Episode","44m 41s","2022-06-07T22:00:05Z","2 (allowed)"
9HPqzThrIzA,"China's Wildman (S2, E14) MonsterQuest | Full Episode","45m 11s","2022-06-06T22:00:06Z","2 (allowed)"
zuGXfV8qrro,"Ancient Aliens: Ancient Australian Stonehenge","4m 53s","2022-06-05T20:00:10Z","1 (blocked)"
YdEI2_GF_kA,"Secrets of the Lost Map (S1, E1) Legend of the Superstition Mountains | Full Episode","42m 57s","2022-06-04T22:00:11Z","2 (allowed)"
2aZ4fwYqyok,"My Haunted House: New Owners of a Home Haunted By Its HORRIFYING Past","9m 47s","2022-06-03T22:00:03Z","1 (blocked)"
odm_ofhSwVg,"H2O Teleportation (S3, E23) Criss Angel Mindfreak | Full Episode","21m 20s","2022-06-02T22:00:31Z","2 (allowed)"
erRfolpzp0k,"Triangular UFO Spotted on Military Base?? | The Proof Is Out There #shorts",56s,"2022-06-02T21:38:43Z","1 (blocked)"
rA9gtLIg7hI,"Space Plague Threatens Life on Earth?? | The UnXplained","4m 18s","2022-06-02T20:00:10Z","1 (blocked)"
47iPsnkzRZ8,"My Ghost Story: Woman Constantly Haunted by Ghosts in Both Her Restaurant and Home","8m 58s","2022-06-01T22:00:02Z","1 (blocked)"
_Sng38nr6xU,"Alien Fallout (S2, E8) UFO Hunters | Full Episode","44m 41s","2022-05-31T22:00:28Z","2 (allowed)"
