"Video ID",Title,Length,Published,"Region Restriction Count"
_7z_3IC02M8,"The Hope Dealer: Helping Addicts Recover (Drug Rehabilitation Documentary) [4k] | Real Stories","1h 11m 10s","2022-04-26T16:00:16Z",""
fRrGa2T_pVo,"Mitzi Jonelle Tan: Mental Health on the Front Lines of the Climate Crisis","3m 40s","2022-04-26T11:46:09Z",""
S0V73WYuCrM,"Why Climate Anxiety is Normal, Healthy and Rational: Advice from Two Climate Psychology Experts","3m 30s","2022-04-26T11:45:23Z",""
"jS1-G5ML2i8","Claude Dallas: The Killer Cowboy (True Crime Documentary) | Real Stories","51m 34s","2022-04-24T16:00:31Z","1 (blocked)"
L_Y8EK6cjio,"I Lost 32 Relatives In Colombia's Deadliest Massacre (Conflict Documentary) | Real Stories","1h 21m 7s","2022-04-23T16:00:14Z","5 (allowed)"
"U9ob-BZnhBQ","Hitman Hart: Wrestling with Shadows (WWE Legend Documentary) | Real Stories","1h 33m 56s","2022-04-21T16:00:23Z",""
CvdKimWdldY,"Would You Rent Your House to An Ex-Con? (Prison Debate Documentary) | Real Stories","1h 7m","2022-04-19T16:00:06Z","6 (allowed)"
pVgCd9P4fFs,"How I Escaped the Death Penalty (Crime Documentary) | Real Stories","1h 22m 44s","2022-04-16T16:00:32Z","9 (allowed)"
c5vhdWa3Lfg,"Black And Blue: Are Cops Out of Control? (Crime & Policing Documentary) | Real Stories","1h 45m 21s","2022-04-14T16:00:17Z","1 (blocked)"
JamdVea2_wE,"Patient Zero: The MYTH of the AIDS Super Spreader (Medical Documentary) | Real Stories","1h 38m 29s","2022-04-12T16:00:17Z","2 (allowed)"
7En5epiOHnQ,"How This Indigenous Basketball Team Wins Against the Odds | Real Stories","1h 28m 1s","2022-04-10T16:00:03Z",""
w45aJDabPM0,"Sir Trevor McDonald Meets Indiana's Most Dangerous Prisoners (True Crime Marathon) | Real Stories","3h 2m 11s","2022-04-09T16:00:32Z","6 (blocked)"
NKMuLZVu77w,"Gay & Under Attack (Reggie Yates Extreme Documentary) | Real Stories","54m 34s","2022-04-07T16:00:12Z","5 (blocked)"
V42KtSeo3uI,"The Coming War on China? (Military Power Documentary) [4k] | Real Stories","1h 52m 54s","2022-04-03T16:00:12Z",""
RxJDmDlrUK4,"Double Cancer Survivor Conquers North Pole (Survival Documentary) [4k] | Real Stories","56m 51s","2022-04-02T16:00:21Z",""
C4hfenvgDoU,"Can My Toilet Spy On Me?! The Inescapable Internet | Real Stories [4k]","52m 8s","2022-03-27T16:00:04Z","19 (blocked)"
Zd9IxAMP7u4,"Filmmaker Interviews 24 People With the Same Name! | Real Stories [4k]","2h 13m 18s","2022-03-26T17:00:15Z",""
a8Mg24r0pNA,"Murder In The Arctic (Scandi True Crime Documentary) [4k] | Real Stories","49m 13s","2022-03-24T17:00:01Z","5 (blocked)"
"-XKdODELf-E","Coca Cola's Hidden Secrets (Plastic Pollution Documentary) [4k] | Real Stories","53m 10s","2022-03-22T17:00:01Z",""
znXBjCTIruo,"The Lost Tribe of the Amazon (Isolated People Documentary) | Real Stories","47m 51s","2022-03-20T17:00:37Z",""
Tqv4zmuv5Es,"Fathers Who Kill: The Horrible Jersey Slayings (True Crime Documentary) | Real Stories","45m 4s","2022-03-19T17:00:26Z","13 (allowed)"
DsgNriOrTGA,"A Life Worth Living (Down Syndrome Documentary) | Real Stories","48m 53s","2022-03-17T17:00:11Z",""
8JHFUXmzR9g,"The Leader, His Driver and the Driver's Wife (Nick Broomfield S. Africa Documentary) | Real Stories","1h 12m 24s","2022-03-15T17:00:05Z","9 (allowed)"
OQbIfJop8z4,"America's Fentanyl Problem (Narcotics Documentary) | Real Stories","52m 47s","2022-03-13T17:00:13Z","7 (blocked)"
YVX3F5pvu20,"Teen Mom Stabbed: Death of Samantha Madgin (True Crime Documentary) | Real Stories","43m 43s","2022-03-12T17:00:20Z","5 (blocked)"
jPeakb5SHtU,"TRUE CRIME MARATHON! | Real Stories","6h 16m 34s","2022-03-10T17:00:28Z","1 (blocked)"
oc9TUU2TURQ,"Interview with Pablo Escobar's Widow | Real Stories [4k]","45m 21s","2022-03-06T17:00:34Z","57 (blocked)"
4cYVINpfgy8,"Mom Was Murdered On Mother's Day (Missing Woman Documentary) | Real Stories [4k]","21m 59s","2022-03-05T17:00:06Z","7 (allowed)"
Wbuu9XAH59k,"Escape From Room 18 (Redemption Documentary) | Real Stories [4k]","59m 56s","2022-03-03T17:00:17Z","2 (blocked)"
WnHW3HRMkP8,"Swindlers Used My Image to Scam Women! (Crime Documentary) | Real Stories [4k]","44m 16s","2022-03-01T17:00:17Z","4 (allowed)"
AWp0lLTir1w,"My Husband, Pablo Escobar (Notorious Person Documentary) | Real Stories [4k]","45m 13s","2022-02-27T17:00:05Z","57 (blocked)"
nb0ILQunfiQ,"What Happened To The Apollo of Gaza? (Sunken Treasure Mystery Documentary) | Real Stories [4k]","1h 18m 52s","2022-02-26T17:00:23Z","1 (blocked)"
dGLLy1CC4Ug,"The Lady Of The Kind Death (Sacred Rituals Documentary) | Real Stories [4k]","53m 21s","2022-02-24T17:00:21Z",""
bfCU1rjAPlc,"Grenfell Tower Fire: The Inferno That Shook London (World Event Documentary) | Real Stories [4k]","53m 21s","2022-02-22T17:00:21Z","22 (allowed)"
tJeW70fel_E,"Inside America's Opioid Epidemic (Narcotics Documentary) | Real Stories [4k]","52m 47s","2022-02-19T17:00:36Z","31 (blocked)"
ch9QT25LvAo,"When Black Olympians Defied Hitler (History Documentary) | Real Stories [4k]","1h 19m 59s","2022-02-17T17:30:04Z","9 (allowed)"
TSRzwuOL7wc,"The Indian Wedding Race (Love & Marriage Documentary) | Real Stories [4k]","48m 35s","2022-02-15T17:00:31Z","7 (allowed)"
ZcLMVk5bjbY,"Murdered For Being A Goth Girl (True Crime Documentary) | Real Stories","43m 44s","2022-02-13T17:00:17Z","5 (blocked)"
wuE6bl4mOKQ,"When Richard Nixon Met Hunter S. Thompson (History Documentary) | Real Stories [4k]","42m 47s","2022-02-12T17:00:38Z","2 (allowed)"
RKNLMzS_W2c,"Why Do My Colleagues Earn More than Me For the Same Job? (Pay Gap Documentary) | Real Stories","46m 45s","2022-02-08T17:00:27Z",""
0ICfbbacQ_I,"My Brother With Autism (Coming-Of-Age Documentary) | Real Stories","1h 10m 27s","2022-02-06T17:00:00Z",""
0TVWMaBRl0k,"Teenage Killers: The Death of Michael Moss | True Crime Story | Real Stories","43m 42s","2022-02-03T19:00:00Z","5 (blocked)"
n9IHYZYc_38,"The 1985 MOVE Massacre: When Cops Bombed Philadelphia (Injustice Documentary) | Real Stories","56m 30s","2022-02-01T17:00:36Z","6 (allowed)"
wBBQoe76fMo,"The Kurdish Female Guerrillas Fighting ISIS (Warzone Documentary) | Real Stories","1h 26m 21s","2022-01-30T20:00:10Z","23 (blocked)"
Ov1rSmwpfeU,"Ukraine's Radioactive City: The Next Chernobyl? (Disaster Documentary) | Real Stories","52m 19s","2022-01-29T17:00:15Z",""
v4OK4zQsxc0,"Inside A Criminal Psychiatric Centre (Mental Health Documentary) | Real Stories","1h 28m 9s","2022-01-27T17:00:46Z",""
TjesxPaIH30,"Tackling Embarrassing Men's Health Issues (Medical Documentary) | Real Stories","44m 56s","2022-01-25T17:00:31Z","4 (allowed)"
v127LU3y034,"A Fake Politician's Scam Cost Me $30,000! (Fraud Documentary) | Real Stories","43m 59s","2022-01-23T17:00:37Z","4 (allowed)"
Yx2yCEPsQAA,"Confessions of a Bank Robbing Bandit (Crime Documentary) | Real Stories","35m 29s","2022-01-22T17:00:18Z",""
zUwyGO8ZinM,"Can These Young Men Escape Poverty & Crime in the Projects? | Real Stories","1h 15m 54s","2022-01-20T17:00:55Z","1 (blocked)"
3fOwUWjCl_s,"Rise of the Superstar Gamers (Fame Documentary) | Real Stories","1h 22m 30s","2022-01-18T17:00:07Z","9 (allowed)"
xddvt8DnC14,"INTO DUST: The Fight For Water - Short Trailer | Real Stories",31s,"2022-01-17T11:39:55Z",""
Ersw9J7MCEI,"INTO DUST: The Fight For Water (Based on a Real Story) | Real Stories [4k]","40m 5s","2022-01-14T22:00:11Z",""
e3Urj85cwYQ,"What Sunk the Costa Concordia? (Shipwreck Documentary) | Real Stories","43m 50s","2022-01-13T17:00:22Z","11 (blocked)"
D_EcvKt6Mao,"INTO DUST: The Fight For Water - Official Trailer | Real Stories","2m 9s","2022-01-13T16:10:12Z",""
tuubVnEJL80,"My Father Kidnapped A Politician (True Crime Documentary) | Real Stories","2h 8m 12s","2022-01-11T17:00:39Z",""
uqKftiNJ7T4,"Surfer Against The World: Fighting for the Dolphins (Sealife Documentary) | Real Stories","1h 25m 25s","2022-01-09T17:00:38Z","9 (allowed)"
"-vkQEb-CmSE","Should The Man Who Stabbed Me Go Free? (Criminal Responsibility Documentary) | Real Stories","1h 39m 31s","2022-01-08T17:00:01Z",""
"-dt-4vMTYYQ","Uber vs Grab: Cab Wars in Southeast Asia (Business Documentary) | Real Stories","48m 6s","2022-01-06T17:00:00Z",""
"7-oRxx9FMi8","Did Our Son Really Murder Our Daughter? | True Crime Documentary | Real Stories","1h 35m 17s","2022-01-04T17:00:07Z",""
BLtPLMM__JA,"Separated From Birth: The Reunion (Family Documentary)| Real Stories","1h 19m 38s","2022-01-01T17:00:05Z",""
aecoph0JVz8,"Get Off Your Knees: The John Robinson Story (Born Different Documentary) | Real Stories","54m 48s","2021-12-30T17:00:02Z",""
"n6DkJw0Wj-Y","Schoolgirl Murdered By Ex (True Crime Documentary) | Real Stories","43m 42s","2021-12-28T17:00:36Z","5 (blocked)"
Q9DIxB0WI3k,"The Bear Man of Emo, Ontario (Animal Documentary) | Real Stories","1h 10m 35s","2021-12-26T17:00:14Z",""
ssHOr8gRGAc,"Christmas Obsessives: This Man Celebrates Christmas Every Day! (Holiday Documentary) | Real Stories","45m 22s","2021-12-23T17:00:46Z","4 (blocked)"
vNwFbSoCtWY,"Solving The Female Prisoner Problem? Convicts with Cameras (Crime Documentary) | Real Stories","1h 18m 7s","2021-12-21T17:00:38Z","1 (blocked)"
la4SNHbGseA,"Manolo Blahnik: The Boy Who Made Shoes for Lizards (Icon Documentary) | Real Stories","1h 29m 1s","2021-12-19T17:00:25Z","2 (allowed)"
xHeIn0A4jcM,"Jihad Jane: The Terrorist Next Door (Crime Documentary) | Real Stories","1h 33m 44s","2021-12-18T17:00:44Z","4 (allowed)"
"8IMlF3-9JCM","City of Hope: Scotland's Symbol Of The Future | Real Stories","15m 30s","2021-12-16T17:00:05Z",""
X1ty7CGNhjs,"Who Murdered The World's Greatest Spy? | Real Stories","1h 34m 6s","2021-12-14T17:00:22Z","22 (blocked)"
ExGZtlzL1x4,"Aileen Wuornos: Life And Death Of A Serial Killer | True Crime Story | Real Stories","1h 32m 49s","2021-12-12T17:00:19Z","9 (allowed)"
FjaBBZmz_Vc,"Aileen Wuornos: The Selling Of A Serial Killer (True Crime Documentary) | Real Stories","1h 23m 56s","2021-12-11T17:00:20Z","9 (allowed)"
tkW8qlMpaTk,"India's Billionaire Maharajahs | Real Stories","54m 1s","2021-12-09T17:00:40Z","1 (blocked)"
RGMHLzyfXOY,"THANKS FOR 5 MILLION SUBSCRIBERS! | Real Stories",32s,"2021-12-09T16:55:51Z",""
WVJM5BSlXm8,"Innocent on Death Row: Clinton Young's Story (Crime Documentary) | Real Stories","58m 5s","2021-12-07T17:00:18Z",""
a9ZpAvdT3sE,"Locked Up with Dignity? Canada's Federal Prison for Women (Crime Documentary) | Real Stories","1h 13m 30s","2021-12-05T17:00:00Z",""
"Rw-F8FFatrc","Hart Island: New York's Mass Graveyard | Real Stories","1h 29m 54s","2021-12-04T17:00:15Z","9 (allowed)"
hqBSsZaBchc,"Return to Iraq: Ex-Soldier Travels the Country He Fought In (Veteran Documentary) | Real Stories","59m 8s","2021-12-02T17:00:28Z","6 (blocked)"
1mPnqjShX_A,"Finding Love For HIV Patients (Matchmaker Doctor Documentary) | Real Stories","1h 15m 20s","2021-11-30T17:00:01Z","6 (blocked)"
E4LHFKIahQg,"Teen Mom Vanished: The Disappearance of Cherisse Houle (Missing Teenager Documentary) | Real Stories","22m 12s","2021-11-28T17:00:06Z","7 (allowed)"
aJVPoyQFX9c,"The Man Who Shot John Lennon (True Crime Documentary) | Real Stories","53m 41s","2021-11-27T17:00:00Z","4 (blocked)"
Tq2wtDgxNag,"Elmyr de Hory: World's Most Notorious Art Forger? (Crime Documentary) | Real Stories","1h 26m 38s","2021-11-25T17:00:22Z","9 (allowed)"
JXLlPqgacqo,"Sam For Mayor! The Quadriplegic City Councillor (Extraordinary People Documentary) | Real Stories","1h 20m 3s","2021-11-23T17:00:09Z",""
KEjXhfofwwA,"Hollywood's Most Infamous Paparazzo (Celebrity Documentary w/ Britney Spears) | Real Stories","1h 4m 5s","2021-11-20T17:00:21Z","9 (allowed)"
3qn10BI87h8,"This Schoolgirl Murdered Her Father |True Crime Story | Real Stories","43m 7s","2021-11-18T17:00:02Z","5 (blocked)"
"M_ULVfx-5Jo","When Predator Pets Get Loose: Zanesville Tragedy (Animal Documentary w/ Joe Exotic) | Real Stories","44m 43s","2021-11-16T17:00:14Z","14 (blocked)"
vdb0vrb4zm0,"Unheard Voices | Seat At The Table","13m 37s","2021-11-14T17:00:29Z",""
"6An2NQ-86q4","At COP26 With President Obama | Seat At The Table","22m 59s","2021-11-14T17:00:03Z",""
dzb2dAo_PbI,"What Happened To Emily Osmond? (Missing People Documentary) | Real Stories","21m 59s","2021-11-13T17:00:32Z","7 (allowed)"
c_u0Y6YQJEI,"Teenagers in Jail: A Love Story Behind Bars (Prison Documentary) | Real Stories","45m 49s","2021-11-11T17:00:33Z",""
"m-X6Jj5BJMY","COP26: I’m Finally Here | Seat At The Table","20m 37s","2021-11-09T17:00:28Z",""
93YrMJ5OCGw,"Strictly Jewish: Australia's Most Orthodox Jewish Sect (Religion Documentary) | Real Stories","51m 45s","2021-11-09T17:00:06Z","4 (allowed)"
ZeiMhUlipTk,"The Girl With The Three-Minute Memory (Amnesia Documentary) | Real Stories [4k]","8m 55s","2021-11-06T17:00:18Z",""
76AD6Uv4bB4,"Dr. Heartbreak: The Surgeon Who Stole My Savings (Crime Documentary) | Real Stories","43m 45s","2021-11-04T17:00:04Z","6 (allowed)"
1_LIiEHZnqs,"A World Without Ice | Seat At The Table","20m 32s","2021-11-04T17:00:03Z",""
Ezto3Mcntu0,"Fighting Climate Change With Nature | Seat At The Table","22m 58s","2021-11-03T17:00:08Z",""
K04Lev7xzOY,"Letters From North Korea (Family Secrets Documentary) | Real Stories","28m 7s","2021-11-02T17:00:11Z",""
FNnTsiSnCWE,"This Is The Most POWERFUL Tidal Generator In The World! | Seat At The Table","21m 31s","2021-11-02T17:00:06Z",""
K9bgmosXEFM,"Regrowing Wild Forests | Seat At The Table","22m 25s","2021-11-01T17:00:21Z",""
cdtBtBg6YUw,"Vendetta Song: Truth About My Aunt's Murder (Family Secrets Documentary) | Real Stories","52m 17s","2021-10-31T17:00:22Z",""
aNK5p40WNFA,"The Incredible Stories of Bodyguards Protecting the Famous and Wealthy | Real Stories","1h 32m 17s","2021-10-30T16:00:01Z","9 (allowed)"
"KToMBvsMa-I","The Rise Of Wildfires Around The World | Seat At The Table","20m 24s","2021-10-29T16:00:09Z",""
mtUP0K0n_Go,"My criminal mafia dad took me on a ""hit"" when I was SEVEN!",48s,"2021-10-29T14:15:01Z",""
giHS0nHVJRQ,"How The Rich Get Richer: The Great Divide (Wealth Gap Documentary) | Real Stories","53m 12s","2021-10-28T16:00:32Z","4 (blocked)"
HvFDndiZOAw,"How Extreme Weather Will Shape Our Future | Seat At The Table","21m 46s","2021-10-28T16:00:01Z",""
8rnqfvFJkR0,"What Does Bad Air Pollution Mean To You? | Seat At The Table","19m 57s","2021-10-27T16:00:01Z",""
5wdzr0x9nIU,"Modern-Day Sirens: Being Mermaids In 21st Century (Subculture Documentary) | Real Stories","1h 16m 45s","2021-10-26T16:00:04Z","5 (allowed)"
Gxs_I_VnFrY,"Farming That Reverses Climate Change | Seat At The Table","18m 7s","2021-10-26T16:00:01Z",""
Vx_P3q8w6VA,"How The Climate Crisis Affects Us All | Seat At The Table","22m 17s","2021-10-25T16:00:11Z",""
"M-u5P5DhrXA","The Woman Who Saved Star Trek: Superfans Who Rescued Their Shows (Fandom Documentary) | Real Stories","53m 46s","2021-10-24T16:00:08Z",""
"HMcaB-Jx5f4","Ex-Girlfriend Killed To Win A Bet | Real Stories","44m 22s","2021-10-23T16:00:06Z","5 (blocked)"
bGRkJD65lZk,"101 Seconds: Terror at the Mall (Shooting Aftermath Documentary) | Real Stories","1h 22m 1s","2021-10-21T16:00:18Z","9 (allowed)"
E9Jy8gKgXi0,"Could You Live on $1 a Day? (Poverty Documentary) | Real Stories","56m 17s","2021-10-17T16:00:06Z","9 (allowed)"
EgZ8LB5O_n0,"I Was Conned By a Love Fraud (Money-Laundering Documentary) | Real Stories","44m 34s","2021-10-16T16:00:07Z","4 (allowed)"
fbB1gycugks,"Seat at the Table | Official Trailer","1m 40s","2021-10-14T16:00:12Z",""
"NY5_Xa-mVmw","The Mercy: Africa's Floating Hospital Ship (Medical Documentary) | Real Stories","39m 57s","2021-10-12T16:00:09Z","4 (allowed)"
As4Y7IgleM0,"The New Americans: Finding my Family in Kansas (Award-Winning Documentary) | Real Stories","55m 3s","2021-10-10T16:00:08Z",""
ttmOQvrr7LM,"Monster Camp: The Eccentric World of Role-Playing (Hidden Fantasy World Documentary) | Real Stories","1h 19m 55s","2021-10-09T16:00:25Z","9 (allowed)"
ucoSsJ87mac,"Reggie Yates keeps looking at the camera!",42s,"2021-10-08T13:48:56Z",""
udAFWsSnxsI,"Kim Dotcom And MegaUpload: The Full Controversial Story (True Crime Documentary) | Real Stories","1h 47m 37s","2021-10-07T16:00:22Z","9 (allowed)"
AKBvSOvOSMY,"The $5,000 Battle: Defending an Injured Senior Citizen (Debt Collector Documentary) | Real Stories","44m 37s","2021-10-05T16:00:05Z","6 (allowed)"
TH7oJyCnDtM,"Canada’s Involvement In The Korean War (War History Documentary) | Real Stories","46m 52s","2021-10-03T16:00:30Z",""
Tr3Ru7p2ppI,"The Boneyard: The Chilling Discovery of Leonard Thomas Lake's Crimes | Real Stories","1h 32m 35s","2021-10-02T16:00:12Z","1 (blocked)"
FS52QdHNTh8,"The Brain Washing of My Dad (Family Documentary) | Real Stories","1h 29m 36s","2021-09-30T16:00:17Z","9 (allowed)"
"o-UkkiHR7v8","Above All / There Is None Like You - Lenny LeBlanc | An Evening of Hope Concert","6m 36s","2021-09-27T10:00:17Z",""
8aMPHLHNPho,"Surviving Katrina: Making a Living in New Orleans (Disaster Documentary) | Real Stories","1h 10m 47s","2021-09-26T16:00:04Z",""
SmqoFEDbOHw,"This Math Genius Was Banned From 'The Price Is Right' (Superhuman Documentary) | Real Stories","1h 12m 45s","2021-09-25T16:00:26Z","9 (allowed)"
"9apx-0Ub1Zk","4 Wheel Bob: Wheelchair Hiking Across The Sierra Nevada (Endurance Documentary) | Real Stories","56m 45s","2021-09-23T16:00:03Z",""
53kIy4L8kmI,"Retrieving Cash: The Debt Collectors Are Coming (Money Documentary) | Real Stories","44m 39s","2021-09-21T16:00:03Z","6 (allowed)"
Id7paUfZyyQ,"The Case of the Missing Tourist (True Crime Documentary) | Real Stories","44m 40s","2021-09-19T16:00:08Z","7 (allowed)"
2KWfOjGEIZQ,"Double Disappearance: Vancouver's Missing Girls (True Crime Documentary) | Real Stories","22m 27s","2021-09-16T16:00:02Z","7 (allowed)"
hKAMPdWGNiQ,"7 Days As a Prison Guard?! |Reggie Yates: The Insider | Real Stories","55m 15s","2021-09-14T16:00:17Z","1 (allowed)"
sBhRKRuhbDM,"I Was A Victim Of A Dating Scam | For Love Or Money (Romance Fraud Documentary) | Real Stories","44m 15s","2021-09-07T16:00:24Z","4 (allowed)"
YTW67EMWHu4,"The Highway Of Tears: What Happened to Ramona Wilson? (Missing People Documentary) | Real Stories","22m 29s","2021-09-05T16:00:16Z","7 (allowed)"
Xc9vwNXev3k,"7 Days in a Refugee Camp | Reggie Yates: The Insider | Real Stories","50m 48s","2021-09-04T16:00:12Z","1 (allowed)"
8PlaqfnNLFA,"The Cost Of Being Successful In South Korea (Culture Documentary) | Real Stories","58m 25s","2021-09-02T16:00:04Z",""
klzY9_wCaRc,"Outback Rabbis: The ""Lost Jews"" of the Wilderness (Adventure Documentary) | Real Stories","52m 54s","2021-08-31T16:00:19Z","8 (allowed)"
yOEYOwTt9v4,"To Catch a Smuggler: Living with the Cartel (Cocaine Documentary) | Real Stories","45m 17s","2021-08-29T16:00:21Z","8 (blocked)"
K7CEDDTRU1g,"Teenager Taken: What Happened to Tina Fontaine? (Missing People Documentary) | Real Stories","22m 31s","2021-08-28T16:00:06Z","7 (allowed)"
4EkyM_RYA7U,"The New Americans: Making It To The LA Dodgers (Award-Winning Documentary) | Real Stories","55m 34s","2021-08-26T16:00:05Z",""
iwB7MkdA8EA,"The $18 Million Bank Fraud (True Crime Documentary) | Real Stories","45m 10s","2021-08-24T16:00:19Z","4 (allowed)"
C60gDNUNoak,"The Teenage Laundromat Killers (True Crime Documentary) | Real Stories","44m 22s","2021-08-22T16:00:34Z","5 (blocked)"
QSslw265uwc,"Inside Saudi Arabia: The Fall Of The Crown Prince? (Culture Documentary) | Real Stories","44m 2s","2021-08-21T16:00:08Z","53 (blocked)"
"SCjw4J-IdWs","Chasing The American Dream (Award-Winning Documentary) | Real Stories","55m 33s","2021-08-17T16:00:27Z",""
"r-JzrtalwLw","Return to Iraq: Life in the Kurdish Militia (Conflict Documentary) | Real Stories","59m 35s","2021-08-15T16:00:33Z","6 (blocked)"
"mv-W4Yg_K_w","Holy Cities Of Saudi Arabia: Mecca and Medina (Culture Documentary) | Real Stories","42m 52s","2021-08-14T16:00:38Z","53 (blocked)"
dBDF4MChkzE,"Australia's Classiest Master Thieves (True Crime Documentary) | Real Stories","56m 56s","2021-08-12T16:00:16Z","1 (blocked)"
b9bcJRHt1kc,"Science Vs Religion: The Great Creation Debate (Evolution & Faith Documentary) | Real Stories","57m 51s","2021-08-10T16:00:31Z",""
mwexJsU1gXI,"Saudi Arabia's Super Rich (Wealth Documentary) | Real Stories","44m 17s","2021-08-07T16:00:21Z","53 (blocked)"
jcTVZGzwPOY,"The Great Diamond Heist (True Crime Documentary) | Real Stories","57m 49s","2021-08-05T16:00:23Z","1 (blocked)"
_p7tT8ZkAR4,"Temptations of the Big City: Growing Up Indigenous (Australia Documentary) | Real Stories","55m 37s","2021-08-03T16:00:30Z","3 (allowed)"
cbUcX2enfXQ,"Transforming Terrible Tattoos: The Cover Artist (Uplifting Documentary) | Real Stories","9m 40s","2021-08-01T16:00:13Z",""
8LcIuVTAXso,"The Student Who Killed His Teacher (True Crime Documentary) | Real Stories","44m 15s","2021-07-31T16:00:12Z","5 (blocked)"
EHZ7vJ4Y_FA,"The Big Oil Spill: California's $250 Million Catastrophe (Fossil Fuel Documentary) | Real Stories","56m 23s","2021-07-27T16:00:08Z",""
"SZE-HnXGb6A","Extreme Russia: Gay & Under Attack (Reggie Yates Documentary) | Real Stories","56m 25s","2021-07-25T16:00:10Z","5 (blocked)"
o7WYpi1S1mY,"Secrets of the Saudi State (Culture Documentary) | Real Stories","44m 15s","2021-07-24T16:00:34Z","53 (blocked)"
7mm5jgvamnc,"Gangland Britain: Who Are The Top Dogs Now? (Crime Documentary) | Real Stories","47m 17s","2021-07-22T16:00:03Z",""
WirEgSaCzeQ,"The Truth About 9/11 | The British Conspiracy Road Trip (US History Documentary) | Real Stories","57m 17s","2021-07-20T16:00:12Z",""
Ku237i8oGJI,"Working In Asia's Largest Slum (Poverty Documentary) | Real Stories","57m 11s","2021-07-17T16:00:23Z",""
FX3QgQIbVy4,"Homeless Teenagers Surviving Chicago Winter (Poverty Documentary) | Real Stories","1h 29m 53s","2021-07-15T16:00:07Z",""
gG0U5DD0mpw,"The Fall Of The Berlin Wall: What Happened? (Borders Documentary) | Real Stories","49m 6s","2021-07-11T16:00:30Z","46 (blocked)"
QhLzeLO0e84,"The ICE Epidemic: Australia's Fatal Addiction (Reggie Yates Documentary) | Real Stories","49m 6s","2021-07-10T16:00:27Z","5 (blocked)"
MPwPt7sfdnI,"My Life After 9/11: An Arab In America (Society Documentary) | Real Stories","58m 43s","2021-07-08T16:00:19Z",""
82Vm6Z7RzoM,"The Cancer Gene: In the Family? (Medical Documentary) | Real Stories","1h 32s","2021-07-06T16:00:04Z",""
27isD3jSWLQ,"Islam, Women and Me (Religion Documentary) | Real Stories",29m,"2021-07-04T16:00:01Z","5 (blocked)"
NOP2Y12r3oI,"The Coffee Man: How to Be a World Champion Barista (Global Documentary) | Real Stories","1h 24m","2021-07-03T16:00:11Z",""
IMHZOUCfFzY,"Ultimate Girl Gang: Britain's Biggest Shoplifting Network (Crime Documentary) | Real Stories","37m 59s","2021-07-01T16:00:05Z",""
raJW3E2_4Nk,"Growing Up Poor in Chicago: An Uneven Playing Field (Poverty & Soccer Documentary) | Real Stories","1h 18m 3s","2021-06-29T16:00:25Z",""
0ayzc6_DzI8,"Being Blamed For Your Child's Autism | Refrigerator Mothers (Social Documentary) | Real Stories","54m 26s","2021-06-27T16:00:01Z",""
"4-O7EuZb224","Alex Lewis Answers Your Questions | YouTube Q&A | Real Stories","11m 57s","2021-06-26T16:00:02Z",""
HGMXuIxiMFE,"James Fairweather: Britain's Youngest Serial Killer (True Crime Documentary) | Real Stories","43m 30s","2021-06-24T16:00:07Z","5 (blocked)"
"Js-QLGTFO9Y","Life Inside A Sweat Shop (Social Documentary) | Real Stories","57m 7s","2021-06-22T16:00:08Z",""
jR0GtSeV084,"Fatal Fitness: Dying For a Six Pack | Reggie Yates Extreme | Real Stories","57m 20s","2021-06-20T16:00:16Z","5 (blocked)"
OMz64QbqUYc,"Facebook Follies: When Social Media Takes Over (Cyber Documentary) | Real Stories","54m 36s","2021-06-19T16:00:19Z","1 (blocked)"
O3hwpsDDCds,"OFFICIAL TRAILER: Alex Lewis Answers YOUR Questions | Real Stories Trailer",55s,"2021-06-18T16:15:04Z",""
mSQZD6nqtPU,"Shootouts & Snitches: The Brutal Gangs of Sheffield (Crime Documentary) | Real Stories","43m 4s","2021-06-17T16:00:22Z",""
"-DNng0Ca39s","The Last Coal Miners (Injustice Documentary) | Real Stories","1h 21m","2021-06-15T16:00:00Z",""
Pop53FPiBWM,"Who Killed Special Constable Nisha? (True Crime Documentary) | Real Stories","46m 10s","2021-06-13T16:00:24Z",""
_oMMatsr7QI,"London 7/7 Bombings: Debunking The Myths (Conspiracy Documentary) | Real Stories","57m 28s","2021-06-12T16:00:31Z",""
dX2QOYZknXg,"Rebuilding Trust: The City That Sat Down With The Police (Crime Documentary) | Real Stories","1h 8m 52s","2021-06-10T16:00:31Z",""
ipV_GU7YaQg,"The Town That Took On The Taxman (Tax Revolt Documentary) | Real Stories","59m 19s","2021-06-08T16:00:18Z",""
"G-I-3dNavQU","The Notorious Green-Fingered Thief (Bizarre True Crime Documentary) | Real Stories","11m 44s","2021-06-06T16:00:05Z",""
FEIpH_bofFU,"The Robbery that Went Wrong: Teen Sentenced to Life (Crime Documentary) | Real Stories","45m 34s","2021-06-05T16:00:05Z","12 (blocked)"
R_VB5zF3_TA,"Ali: Greatest Fighting Spirit (Legendary Boxer Documentary) | Real Stories","52m 39s","2021-06-03T16:00:21Z","1 (blocked)"
U_l6dVP0lFI,"The Story Of World's Fair: The Largest Global Event (History Documentary) | Real Stories","1h 21m 56s","2021-06-01T16:00:11Z","1 (allowed)"
mzLtHVIO0TY,"Dad's In Death Row: My Killer Father (True Crime Documentary) | Real Stories","1h 1m 15s","2021-05-30T16:00:32Z",""
