"Video ID",Title,Length,Published
KNNLt38HE64,"EXCLUSIVE: Melania Trump's former friend reveals White House secrets | 60 Minutes Australia","20m 10s","2020-09-20T11:30:01Z"
39zPoEa4wfY,"How Keith Urban overcame his personal demons in Nashville | 60 Minutes Australia","12m 28s","2020-09-19T19:30:01Z"
XYbgRu1hAoQ,"Keith Urban says he owes his recovery to his wife Nicole Kidman | 60 Minutes Australia","12m 59s","2020-09-18T09:00:10Z"
udaqSgxv62g,"John Farnham's farewell tour through Australia's heartland | 60 Minutes Australia","13m 25s","2020-09-16T09:00:22Z"
H0iKTrpdZI0,"Author Di Morrissey on how her local newspaper gave the community a voice | 60 Minutes Australia","4m 59s","2020-09-15T07:00:02Z"
0aQD98ABziE,"Reporter investigates her own father's death in Australia's rural hospitals | 60 Minutes Australia","46m 25s","2020-09-14T09:00:00Z"
G8Xkz8luoAI,"Former Australian Prime Minister Tony Abbott says ‘he’s a changed man’ | 60 Minutes Australia","15m 27s","2020-09-12T09:00:03Z"
194O9pWP6Uc,"ISIS bride and her baby want to call Australia home | 60 Minutes Australia","22m 30s","2020-09-10T14:30:01Z"
lFWPXFldfEc,"60 Minutes broadcast from ground zero just five days after 9/11 tragedy | 60 Minutes Australia","8m 11s","2020-09-10T07:00:11Z"
sZxW2JUWozc,"World's biggest dam: China's engineering masterpiece or environment disaster? | 60 Minutes Australia","14m 47s","2020-09-08T14:30:02Z"
j73AyFnngFE,"How an innocent family were torn apart by strict bail conditions | 60 Minutes Australia","4m 45s","2020-09-07T09:30:01Z"
521jpeiy3qg,"Innocent family who were jailed may not be eligible for compensation | 60 Minutes Australia","3m 26s","2020-09-07T09:00:00Z"
g9rVeCHffrU,"INVESTIGATION: 'Circus family' falsely accused of abuse and thrown in jail | 60 Minutes Australia","47m 9s","2020-09-06T12:00:09Z"
"Bt3zBr-a7-o","Inside the untouchable Australian synthetic drug industry | 60 Minutes Australia","14m 34s","2020-09-04T09:00:02Z"
38TbjQtxlWw,"Iconic feminist Helen Reddy's must see interview | 60 Minutes Australia","11m 22s","2020-09-02T09:00:00Z"
Crx9ygoT9EA,"The inspiration behind Katy Perry's new album | 60 Minutes Australia","4m 51s","2020-09-01T21:00:02Z"
"0-96C1nR6oU","Katy Perry's religious upbringing and the future she wants for her daughter | 60 Minutes Australia","5m 41s","2020-09-01T19:00:01Z"
Tv0Ov7W6Zps,"How Mick Fanning made his millions: The origin of Balter Brewery | 60 Minutes Australia","2m 55s","2020-09-01T07:00:04Z"
K_IQ7smsSnE,"Mick Fanning's mental health message: Reach out to your mates | 60 Minutes Australia","5m 42s","2020-09-01T06:00:04Z"
"IK-R9nkcov8","544 Days in an Iranian prison: Jason Rezaian's story | 60 Minutes Australia","11m 2s","2020-08-31T09:00:08Z"
Gf9wNp5FuJ8,"Mick Fanning on surviving a shark attack, surfing and being saved by family | 60 Minutes Australia","9m 47s","2020-08-31T05:28:31Z"
vbCNLaUNltw,"Mick Fanning on surviving a shark attack, surfing and being saved by family | 60 Minutes Australia","17m 41s","2020-08-30T13:00:21Z"
dUfALg7w22E,"Katy Perry's EXCLUSIVE interview on motherhood and new music | 60 Minutes Australia","12m 28s","2020-08-30T12:30:02Z"
Dx2vNE4AIBg,"Young academic accused of spying imprisoned in Iran for over 700 days | 60 Minutes Australia","16m 24s","2020-08-30T11:45:00Z"
FEiC7PrS0jg,"Catching a monster: Australia’s worst paedophile | 60 Minutes Australia","24m 5s","2020-08-27T21:00:01Z"
VvB0MJWfwGw,"The cannibal who 'ate a man with a glass of fine red wine' | 60 Minutes Australia","14m 50s","2020-08-25T20:00:03Z"
f4tMTX58pHA,"Dr Anthony Fauci's 2018 interview on flu dangers and future virus pandemic | 60 Minutes Australia",10m,"2020-08-24T20:00:05Z"
rJ5EhxFwz4s,"The shady dealings of Liberal power broker exposed in a major investigation | 60 Minutes Australia","26m 5s","2020-08-24T09:00:25Z"
U9QlbCqyhQY,"Dramatic arrest vision of notorious con man Peter Foster | 60 Minutes Australia","5m 30s","2020-08-24T01:22:39Z"
BGqZMIgeyKQ,"The Dr Anthony Fauci interview: Coronavirus, vaccines and President Trump | 60 Minutes Australia","17m 16s","2020-08-23T12:15:00Z"
pKrEgP7Lqus,"Australia's most wanted man on the run for seven years | 60 Minutes Australia","13m 28s","2020-08-20T20:00:05Z"
pEipOh1bN3w,"Decade long investigation to solve murder of drug dealer Terry Falconer | 60 Minutes Australia","6m 21s","2020-08-18T20:00:10Z"
ZdwGhao4te0,"The Bowraville murders: the crimes that still haunt detective Gary Jubelin | 60 Minutes Australia","3m 59s","2020-08-18T19:00:06Z"
0No9C6cBdGU,"Teen mums given a second chance in revolutionary program | 60 Minutes Australia","14m 8s","2020-08-18T14:30:00Z"
uDleplCpc5E,"24-year-old registered nurse shares his COVID-19 experience in quarantine | 60 Minutes Australia","3m 21s","2020-08-17T03:21:19Z"
IVSE38wdmtA,"The detective behind Australia's biggest ever murder investigations | 60 Minutes Australia","19m 2s","2020-08-16T12:00:04Z"
aJgMzvucEno,"The detective behind Australia's biggest ever murder investigations | 60 Minutes Australia","8m 55s","2020-08-16T12:00:01Z"
"AvjmM-n2rik","Inside the COVID-19 red zone: Cameras on the frontlines against coronavirus | 60 Minutes Australia","26m 20s","2020-08-16T11:51:11Z"
"Dl-wNZtDYJI","How this couple's secret affair saved their marriage | 60 Minutes Australia","13m 27s","2020-08-13T14:30:01Z"
PZCI_M_n0Ro,"The controversial faces behind the anti-vaccine campaign | 60 Minutes Australia","15m 19s","2020-08-12T09:00:06Z"
9XRpL6_wSeI,"The impact of Dr Peter Neubauer's unethical twin experiment | 60 Minutes Australia","6m 19s","2020-08-11T09:00:01Z"
Asw4YjyCL2I,"Professor Nancy Segal on the incredible bond between twins and triplets | 60 Minutes Australia","6m 22s","2020-08-11T07:00:02Z"
I4h2PZAUBv8,"Lab experiment reveals the dangers of unsafe flammable cladding | 60 Minutes Australia","3m 20s","2020-08-10T09:00:09Z"
x5mecXrF11k,"Cruel secret experiment separates twins and triplets at birth | 60 Minutes Australia","16m 53s","2020-08-10T02:00:10Z"
05QUakB5LiM,"Cruel experiment separates twins and triplets at birth | 60 Minutes Australia","26m 1s","2020-08-09T12:35:57Z"
scedbifvzi0,"Construction crisis: 'Sinking' buildings and dangerous cladding | 60 Minutes Australia","19m 46s","2020-08-09T12:30:04Z"
PJdilY29t7Y,"Homeowners taking legal action after building 'sinks' into the ground | 60 Minutes Australia","13m 33s","2020-08-09T12:30:03Z"
z_1pf1uu5kI,"The ‘Waler’ horses facing mass culling in the Northern Territory | 60 Minutes Australia","15m 21s","2020-08-07T09:00:18Z"
xFE1lAPh0g4,"Billion dollar business: Aussies striking it rich in iron ore | 60 Minutes Australia","13m 45s","2020-08-05T09:00:25Z"
c2ioRBNriG8,"Teresa's escape from brutal 'satanic cult' and bizarre rituals (1989) | 60 Minutes Australia","18m 34s","2020-08-04T09:00:07Z"
n6j5rYBUAeM,"Sex, drugs and dirty laundry: inside the Johnny Depp and Amber Heard case | 60 Minutes Australia","17m 39s","2020-08-02T12:30:10Z"
oi6C2ekvILE,"INVESTIGATION: Hotel quarantine security breach causes COVID-19 second wave | 60 Minutes Australia","10m 40s","2020-08-02T12:00:23Z"
"1dmKCbcS-Fo","INVESTIGATION: Hotel quarantine security breach causes COVID-19 second wave | 60 Minutes Australia",19m,"2020-08-02T12:00:00Z"
qN54PDwNa6s,"The great Carlos hoax: the 'spirit channeller' that fooled the world | 60 Minutes Australia","28m 5s","2020-07-29T09:00:13Z"
2g6BMgttCZU,"Growing up with the Trumps: Mary Trump spills family secrets | 60 Minutes Australia","8m 3s","2020-07-28T01:55:20Z"
_StNRNO0yAk,"Mary Trump: Does Donald Trump 'hate women?' | 60 Minutes Australia","3m 13s","2020-07-28T01:26:13Z"
aYPrhiHnBok,"Calls for inquiry into foreign interference at Australian universities | 60 Minutes Australia","7m 36s","2020-07-27T07:00:00Z"
cwFS_3QzC3Y,"COVID-19: Should Australia eradicate the virus or learn to live with it? | 60 Minutes Australia","13m 40s","2020-07-26T13:00:19Z"
tluXiw3JTyQ,"COVID-19: Eradicate the virus or learn to live with it? | 60 Minutes Australia","18m 45s","2020-07-26T13:00:13Z"
guoiy0bZbT8,"EXCLUSIVE: Mary Trump's insider interview on 'most dangerous' President | 60 Minutes Australia","27m 24s","2020-07-26T12:00:22Z"
"svvu-tFqyC8","Inside the toxic culture of college hazing | 60 Minutes Australia","23m 42s","2020-07-24T09:00:24Z"
RXy1oQsJAoo,"Archaic law that grants rapists custody of children born from their crimes | 60 Minutes Australia","15m 11s","2020-07-22T09:00:06Z"
"0yFqvELH-Ww","Inside the worlds only Permafrost research tunnel in Alaska | 60 Minutes Australia","1m 1s","2020-07-21T01:11:41Z"
SgG5kpvfeeA,"Climate change catastrophe: What does melting Permafrost mean for the planet? | 60 Minutes Australia","9m 19s","2020-07-19T12:15:01Z"
zuiQtLAUi6U,"Climate change catastrophe: What does melting Permafrost mean for our planet? | 60 Minutes Australia","17m 56s","2020-07-19T12:15:01Z"
"OyLO9-riykU","Student becomes 'enemy' of China after protesting human rights violations | 60 Minutes Australia","25m 48s","2020-07-19T12:00:05Z"
mSS53HuIQGs,"Inside the horrific secret chamber where Josef Fritzl kept his daughter | 60 Minutes Australia","14m 46s","2020-07-17T09:00:30Z"
EdB9Fv6gpco,"Young man attacked by a shark three times loses his leg | 60 Minutes Australia","19m 48s","2020-07-15T09:00:09Z"
W_hQG_dChnM,"Australians spending retirement savings during the COVID-19 pandemic | 60 Minutes Australia","16m 58s","2020-07-12T12:12:12Z"
YmMxoQg1F8I,"R.I.P Hong Kong: Draconian new security law threatens freedoms | 60 Minutes Australia","12m 8s","2020-07-12T12:00:08Z"
6QceLke4cxg,"Australians spending retirement savings during the COVID-19 pandemic | 60 Minutes Australia","8m 38s","2020-07-12T11:55:50Z"
y8WH20bPcDQ,"Secret life of the royal family: From the Queen's granddaughter to Olympian | 60 Minutes Australia","12m 56s","2020-07-10T09:00:15Z"
As6SuY9e3Vw,"Rebuilding bushfire ravaged communities in Australia | 60 Minutes Australia","3m 15s","2020-07-08T07:00:06Z"
4IBYkuK9B98,"What really happened on Jeffrey Epstein's private island? | 60 Minutes Australia","6m 51s","2020-07-07T21:00:01Z"
UNJCHNqJKyg,"Lawyer Brad Edwards says Jeffrey Epstein's death was a suicide | 60 Minutes Australia","4m 30s","2020-07-07T09:00:08Z"
8Q2Aks6esJ8,"The first person to report Jeffrey Epstein and Ghislaine Maxwell to the FBI | 60 Minutes Australia","5m 28s","2020-07-07T01:57:45Z"
w1XMHpBiSls,"The great Australian bushfire recovery rip-off: Where is all the money? | 60 Minutes Australia","21m 32s","2020-07-06T01:55:05Z"
NedPzu46pro,"The great bushfire recovery rip-off: What happened to all the money? | 60 Minutes Australia","10m 53s","2020-07-06T01:20:21Z"
"P-9hO4wF_xw","Inside the wicked saga of Jeffrey Epstein: The arrest of Ghislaine Maxwell | 60 Minutes Australia","27m 22s","2020-07-05T11:45:00Z"
Hdq4hfuM_ks,"The 1997 warning to all Australians about Type 2 Diabetes | 60 Minutes Australia","11m 51s","2020-07-03T09:00:07Z"
INQdJzq_brs,"Secret desert valley holds the lost Pharaoh of Ancient Egypt | 60 Minutes Australia","14m 33s","2020-07-01T09:00:04Z"
TbCWnhA6t5k,"Meet 'Kilo' the service dog helping former soldier heal | 60 Minutes Australia","1m 31s","2020-06-30T21:00:10Z"
JFzk6UvyVc8,"What happened to missing little boy Ben Needham? | 60 Minutes Australia","5m 8s","2020-06-30T06:59:31Z"
L8IiZYtfAio,"Unmasking the Golden State Killer: dark investigation into Joseph DeAngelo | 60 Minutes Australia","24m 35s","2020-06-30T00:16:47Z"
IXsXXxRek2Q,"Inside the secret lair of prime suspect in Madeleine McCann's disappearance | 60 Minutes Australia","23m 16s","2020-06-29T04:15:38Z"
"xM9p-n8d36k","Inside the secret lair of prime suspect in Madeleine McCann's disappearance | 60 Minutes Australia","12m 54s","2020-06-29T02:00:07Z"
ztsj5XjZD0Y,"Soldier's heartbreaking journey for forgiveness after horror in Afghanistan | 60 Minutes Australia","22m 24s","2020-06-28T21:00:18Z"
64SC9dQxo9s,"Australia's spy agency raids the home of politician targeted by China | 60 Minutes Australia","11m 39s","2020-06-28T11:30:03Z"
eMu0cLmzVV0,"Teenager who shot his sleeping parents is forgiven by them | 60 Minutes Australia","21m 14s","2020-06-26T09:00:18Z"
d8qzko41X5g,"Is this Australia's most dangerous conman? | 60 Minutes Australia","26m 8s","2020-06-25T09:00:22Z"
N_fvT8EsSHU,"Australia's most notorious con man Peter Foster is 'reformed' after jail time | 60 Minutes Australia","13m 4s","2020-06-22T09:00:08Z"
am7AyCyGVQU,"Secret recordings expose Australia's most notorious con man Peter Foster | 60 Minutes Australia","19m 25s","2020-06-22T01:07:53Z"
9AciVTiWS7E,"Secret recordings expose Australia's most notorious con man Peter Foster | 60 Minutes Australia","11m 59s","2020-06-22T00:55:37Z"
x43rg_ozbCI,"Julian Assange's hidden family revealed: Top secrets inside the Embassy | 60 Minutes Australia","24m 18s","2020-06-21T11:44:34Z"
Ts1d2KoeTpM,"Retail revolution: how online shopping changed the game | 60 Minutes Australia","13m 47s","2020-06-19T09:00:10Z"
mL1EWOtql5M,"Little boy lost in market embarks on journey to find family | 60 Minutes Australia","24m 28s","2020-06-17T09:00:20Z"
uihpcqU4UcU,"How do regular people fall into believing conspiracy theories? | 60 Minutes Australia","4m 13s","2020-06-16T01:43:28Z"
HeolihloqOY,"Inside the mind of a conspiracy theorist | 60 Minutes Australia","6m 19s","2020-06-16T01:23:57Z"
om01Zu_BlGc,"Adem Somyurek, the faceless man: Dark underbelly of Australian power exposed | 60 Minutes Australia","20m 11s","2020-06-15T02:36:29Z"
w2skuH2UKPQ,"Aussie rock legend Jimmy Barnes' iconic 1988 interview | 60 Minutes Australia","14m 30s","2020-06-12T09:00:25Z"
IJgi5J0jflc,"Who is the Long Island serial killer? | 60 Minutes Australia","13m 50s","2020-06-12T01:25:17Z"
3NF3y1ouJ64,"Is China taking over the South Pacific? | 60 Minutes Australia","17m 59s","2020-06-10T09:00:03Z"
fQ_tiCwIV38,"Baby left brain damaged after hospital mix-up oxygen with wrong gas | 60 Minutes Australia","18m 24s","2020-06-08T09:00:14Z"
DktGERM0Mwk,"Civil rights leader Reverend Jesse Jackson on George Floyd protests | 60 Minutes Australia",7m,"2020-06-08T02:39:32Z"
HrrCc25KCHI,"From 5G towers to Bill Gates: inside the COVID-19 conspiracy theories | 60 Minutes Australia","10m 23s","2020-06-07T12:00:06Z"
lgXqRSyyHOU,"Inside COVID-19 conspiracy theories: from 5G towers to Bill Gates | 60 Minutes Australia","21m 36s","2020-06-07T11:50:51Z"
vTIH9USkfw4,"Convenience store explosion claims three innocent lives | 60 Minutes Australia","23m 47s","2020-06-05T09:00:23Z"
DAh2h7LTenU,"Sexual abuse survivor fights back against church | 60 Minutes Australia","21m 36s","2020-06-03T09:00:04Z"
XNvq8pzgvVw,"Fake pregnancies, cancers, funerals: Arabella Del Busso on ex lovers claims | 60 Minutes Australia","42m 23s","2020-06-01T02:06:12Z"
C00t6p9F82c,"The domestic violence survivors on trial for killing their abusers | 60 Minutes Australia","15m 28s","2020-05-28T21:00:10Z"
"pq8y3Y7z-Nk","Legendary Australian man tames wild brumbies | 60 Minutes Australia",14m,"2020-05-26T22:00:15Z"
zsKLGqOfQQQ,"THANK YOU: Two million #60Mins subscribers | 60 Minutes Australia","1m 44s","2020-05-26T06:28:54Z"
QtENqOsfAvU,"Jackie O on working with shock jock Kyle Sandilands for 20 years | 60 Minutes Australia","2m 58s","2020-05-25T22:00:14Z"
"P-WkWgbNHOM","Kyle Sandilands reveals he lived his teenage years on the streets | 60 Minutes Australia","4m 4s","2020-05-25T21:00:09Z"
N5YDzmSxsvY,"Brave domestic violence survivor takes the law into her own hands | 60 Minutes Australia","29m 1s","2020-05-25T03:20:48Z"
erzTJzUDSL0,"EXCLUSIVE: Radio stars Kyle and Jackie O's most outrageous interview ever | 60 Minutes Australia","21m 18s","2020-05-24T12:00:16Z"
jHeHgYgRVD0,"Inside the murky world of the cruise ship industry | 60 Minutes Australia","12m 35s","2020-05-21T09:00:18Z"
A262KlRCsJY,"Brave Aisha's daring escape from oppressive life in Qatar | 60 Minutes Australia","6m 14s","2020-05-19T21:15:00Z"
"syGpm7DM-4g","INSIDE THE DUBAI ROYAL FAMILY: Where are the missing Princesses? | 60 Minutes Australia","24m 11s","2020-05-18T05:46:38Z"
Y_14KOVtIwU,"Pro-surfer Tyler Wright's inspiring story of post viral syndrome recovery | 60 Minutes Australia","18m 38s","2020-05-18T00:19:06Z"
VFyKkopIbNY,"Scientist says a coronavirus vaccine in just 12 months is 'fake news' | 60 Minutes Australia","12m 55s","2020-05-17T12:00:14Z"
52uWws96Cfc,"ROYAL MYSTERY: Where is the missing princess of Dubai? | 60 Minutes Australia","22m 39s","2020-05-14T21:00:01Z"
"ilbBUN-7LLQ","Remembering Little Richard: Iconic 1987 interview with 60 Minutes Australia","12m 34s","2020-05-13T03:29:46Z"
PZz2r9j1Lfo,"Elon Musk’s prediction for the future of energy in Australia | 60 Minutes Australia","23m 9s","2020-05-12T21:00:08Z"
OMf_qLRjR1I,"Japanese island's second wave warning: COVID-19 cases jump as lockdown lifted | 60 Minutes Australia","4m 51s","2020-05-11T09:00:12Z"
KGghR1nmeQU,"Fears of a deadly COVID-19 second wave if lockdown is lifted too early | 60 Minutes Australia","17m 1s","2020-05-10T12:30:02Z"
6V6V_tGTTjc,"Revolutionary drug trial using ecstasy to treat PTSD and mental illness | 60 Minutes Australia","22m 59s","2020-05-10T11:10:27Z"
RikLrPqZJyg,"No teachers, no rules: The schooling trend where kids do whatever they want | 60 Minutes Australia","13m 45s","2020-05-08T09:00:25Z"
YEI1947dx3Y,"Richard Wilkin's COVID-19 heartache | 60 Minutes Australia","5m 10s","2020-05-06T09:00:18Z"
yboiVKiTQv8,"Psychological scars left by coronavirus pandemic a 'harmful legacy' | 60 Minutes Australia","4m 27s","2020-05-06T02:00:16Z"
cGL2f52_xaU,"Broke and broken: The cost of unemployment during the COVID-19 crisis | 60 Minutes Australia","13m 33s","2020-05-04T21:00:11Z"
mQufJqfbpYI,"Meet the medical detectives tracking the origins of COVID-19 cases | 60 Minutes Australia","10m 58s","2020-05-04T15:00:28Z"
"8IDb-KcDDH0","Woman with worst ever case of Tourette's gets job of her dreams | 60 Minutes Australia","7m 33s","2020-05-04T08:00:05Z"
jZyQ4UILyZ0,"COVID-19 survivor feared for his life on virus 'super spreader' cruise | 60 Minutes Australia",13m,"2020-05-03T21:00:11Z"
"VLGGU3-kTws","Chinese academic claims Australia's call for COVID-19 inquiry is 'divisive' | 60 Minutes Australia","9m 27s","2020-05-03T11:30:06Z"
"6qBk-XxV5ng","Gordon Ramsay: From council flats to world's most famous chef | 60 Minutes Australia","12m 27s","2020-05-01T09:00:03Z"
9y6pD9tfqmI,"Inside the COVID-19 field hospitals in the middle of Central Park | 60 Minutes Australia","2m 55s","2020-04-29T07:00:03Z"
jV4hlbXscVc,"COVID-19 nurse explains what's different about treating coronavirus patients | 60 Minutes Australia","3m 38s","2020-04-29T04:58:21Z"
r4urVby4Kik,"Play power: How kids learn through play | 60 Minutes Australia","2m 9s","2020-04-28T01:09:40Z"
2WvzHvN6mCM,"Did the World Health Organisation fail to act on China's COVID-19 cover-up? | 60 Minutes Australia","10m 56s","2020-04-27T01:49:53Z"
199u5kTAUas,"The world of kid influencers: social media sensations at six-years-old! | 60 Minutes Australia","17m 25s","2020-04-26T21:00:00Z"
OSfLd05B_Sw,"Inside Australia's COVID-19 ICU hospitals | 60 Minutes Australia","11m 42s","2020-04-26T13:45:00Z"
TccvEat_i4k,"EXCLUSIVE: Illegal wildlife market raided and shut down by Thai authorities | 60 Minutes Australia","5m 26s","2020-04-26T11:45:00Z"
"VT2qTzWV3-Y","16-year-old Jessica Watson becomes youngest person ever to sail world solo | 60 Minutes Australia","14m 48s","2020-04-22T09:00:28Z"
ly6pz1_AKiE,"CHINA VS. U.S.A: the race for a coronavirus vaccine | 60 Minutes Australia","11m 26s","2020-04-20T01:40:00Z"
"KZ-tCc3S8V8","Lawsuit sues China for six trillion dollars in coronavirus reparations | 60 Minutes Australia","13m 15s","2020-04-19T21:00:04Z"
zMqAYJg7acE,"EXCLUSIVE: Convicted cocaine smuggler released from notorious Colombian jail | 60 Minutes Australia","25m 34s","2020-04-19T12:02:01Z"
LL6ZWUt9Jsw,"Orphans of Afghanistan war fight back against Taliban with beautiful music | 60 Minutes Australia","13m 18s","2020-04-17T09:00:21Z"
0MgCCUigTVY,"Jude Law on bringing his iconic 'Alfie' character to life | 60 Minutes Australia","12m 46s","2020-04-15T09:00:00Z"
Z7yfK0kCAfU,"Sweden's controversial COVID-19 approach like 'playing chess against death' | 60 Minutes Australia","5m 43s","2020-04-14T08:00:08Z"
"VjbM_PRMU-I","Infectious diseases expert says there's a lot we don't know about coronavirus | 60 Minutes Australia","4m 58s","2020-04-14T07:53:58Z"
yAnj8o3wpe0,"Hero cop found guilty of illegal recording in William Tyrrell investigation | 60 Minutes Australia","21m 5s","2020-04-13T07:00:21Z"
Q_aWSe6VZ_4,"Aussie farmers need water access to feed the nation during COVID-19 pandemic | 60 Minutes Australia","10m 14s","2020-04-13T02:49:49Z"
ZWK1tun2UJg,"Stopping the spread of coronavirus vs. total economic meltdown | 60 Minutes Australia","17m 11s","2020-04-12T12:27:36Z"
"FN--Z34J6UY","Billy Joel shares his music and family joy with reporter Richard Carleton | 60 Minutes Australia","13m 41s","2020-04-10T09:00:07Z"
FRc1oJACZzo,"Why are frontline health workers left without protective equipment? | 60 Minutes Australia","2m 19s","2020-04-09T03:34:37Z"
s36N2PBuynE,"A country and families left divided: The fight for Scottish independence | 60 Minutes Australia","12m 47s","2020-04-08T09:00:31Z"
"3rvs2-88Hzw","Joe Hockey: Former Australian ambassador to the US on COVID-19 response | 60 Minutes Australia","9m 1s","2020-04-07T08:32:02Z"
tal36EHDpvw,"America's battle with coronavirus: highest infection rate in the world | 60 Minutes Australia","9m 54s","2020-04-06T21:00:26Z"
1BDY8voWa3s,"Coronavirus: the invisible and deadly passenger on cruise mega-ships | 60 Minutes Australia","18m 10s","2020-04-06T07:00:00Z"
i9cRiuo5FsI,"30 million face masks announced for healthcare workers after PPE shortages | 60 Minutes Australia","6m 28s","2020-04-06T04:20:32Z"
T3s6kcXi4pA,"Hospitals left without masks as vital medical supplies shipped to China | 60 Minutes Australia","10m 15s","2020-04-06T02:20:11Z"
2NZsL3idid0,"Coronavirus crisis: Passengers dying after contracting virus on cruise ships | 60 Minutes Australia","47m 54s","2020-04-05T13:31:10Z"
MwUgzuNQZWw,"Radical Russian stem-cell treatment could slow down multiple sclerosis | 60 Minutes Australia","20m 24s","2020-04-03T08:00:08Z"
"-BINHWPmaKw","Like glass in your lungs: Woman survives coronavirus after ICU experience | 60 Minutes Australia","3m 8s","2020-04-02T20:00:01Z"
uqyovZ1G6Fg,"Coronavirus crisis: Australia fights COVID-19 pandemic 'together, apart' | 60 Minutes Australia LIVE","52m 57s","2020-04-02T08:00:15Z"
o_RTlYgAcq4,"Julia Gillard's mental health advice during coronavirus crisis and isolation | 60 Minutes Australia","4m 21s","2020-04-01T21:53:28Z"
0U_z3NNxXYA,"Coronavirus crisis: Australian life changing during COVID-19 shutdown | 60 Minutes Australia","11m 42s","2020-03-31T09:13:51Z"
3hKLJgi5Ndg,"Doctors, patients and families: the many Australians fighting the coronavirus | 60 Minutes Australia","11m 37s","2020-03-30T08:01:54Z"
QtvNc9vhx94,"New York: the new deadly epicentre of the coronavirus crisis | 60 Minutes Australia","6m 48s","2020-03-30T02:13:27Z"
pEQcvcyzQGE,"Whistleblowers silenced by China could have stopped global coronavirus spread | 60 Minutes Australia","13m 32s","2020-03-29T23:56:40Z"
WqayF4U5sP8,"World's best 'extreme slackliner' tackles death-defying canyon walk | 60 Minutes Australia","17m 30s","2020-03-27T08:00:08Z"
vwEfenX9sW8,"World Health Organisation expert explains self-isolation & social distancing | 60 Minutes Australia","3m 24s","2020-03-25T04:02:54Z"
65PgN2n69R4,"Bold tech leaders explain working from home during coronavirus crisis | 60 Minutes Australia","7m 58s","2020-03-25T01:14:19Z"
"lX-G6zKMajk","Inside the overcrowded ICU hospitals on front line of Italy's COVID-19 crisis | 60 Minutes Australia","9m 37s","2020-03-24T06:32:36Z"
NeY_HqIasdo,"Cure for COVID-19? The drug that has killed Coronavirus in the test tube | 60 Minutes Australia","23m 34s","2020-03-24T02:59:29Z"
5DqysVNlsis,"Australian Prime Minister: Coronavirus crisis will break hearts, not spirits | 60 Minutes Australia","9m 50s","2020-03-23T03:07:03Z"
"DmYoTPDa-us","Coronavirus global pandemic: a defining moment for the world | 60 Minutes Australia","51m 15s","2020-03-22T12:03:19Z"
eMCWZdUEbcM,"A parent's impossible choice: saving siblings with rare Sanfilippo syndrome | 60 Minutes Australia","20m 2s","2020-03-20T08:00:09Z"
AfbPGEaAxFA,"Going inside the extremely hazardous drug labs making meth in Myanmar | 60 Minutes Australia","3m 11s","2020-03-16T08:15:01Z"
3fS38rOmwTc,"How the Australian Police track drug trafficking from Asia's golden triangle | 60 Minutes Australia","2m 55s","2020-03-16T08:00:00Z"
9YJg_hsRU6I,"Tracking crystal meth trade from the Golden Triangle to Australian backyards | 60 Minutes Australia","25m 31s","2020-03-15T20:00:01Z"
OjtcXAwjiV4,"What would you do if you found an intruder in your child's bedroom? | 60 Minutes Australia","18m 4s","2020-03-15T19:00:05Z"
YD6vrxVGCLQ,"Coronavirus: radical action needed to stem the spread in Australia | 60 Minutes Australia","9m 41s","2020-03-15T10:30:02Z"
kVMGdSL_eA0,"The boy from Puerto Rico: Ricky Martin's meteoric rise to fame | 60 Minutes Australia","19m 13s","2020-03-13T08:00:10Z"
_78lpOF79Zc,"Sue Neill-Fraser: the worst miscarriage of justice in Australian history? | 60 Minutes Australia","19m 13s","2020-03-11T08:00:09Z"
TavCsY8eQrs,"Daegu video diaries: at the epicentre of the Coronavirus outbreak in Korea | 60 Minutes Australia","2m 13s","2020-03-10T08:30:01Z"
jcy_J8rjK88,"Could the Coronavirus pandemic cause a global recession? | 60 Minutes Australia","2m 43s","2020-03-09T08:30:02Z"
lPPjjDIWScw,"EXCLUSIVE: Dolly Parton's half a billion dollar music and business empire | 60 Minutes Australia","13m 9s","2020-03-08T21:59:23Z"
Y7nZ4mw4mXw,"Journalist goes undercover at ""wet markets"", where the Coronavirus started | 60 Minutes Australia","27m 31s","2020-03-08T21:34:28Z"
ffo9b6HgaBw,"Dolly Parton reveals why she wrote hit song 'Jolene' | 60 Minutes Australia","12m 46s","2020-03-06T08:00:09Z"
"XuSbGVmml-4","Frontline virus scientists tracking down the next killer superbug | 60 Minutes Australia","13m 47s","2020-03-05T00:07:50Z"
9btKQHNIxlQ,"Peter Foster: Notorious Aussie Playboy and con man | 60 Minutes Australia","14m 21s","2020-03-04T08:00:04Z"
Y7ljvrnQZSg,"Karl Stefanovic: What men and women can take from Chanel Miller's brave story | 60 Minutes Australia","4m 41s","2020-03-02T20:00:12Z"
"OshTTrS-cbA","Survivor Chanel Miller says victim blaming attitudes must change | 60 Minutes Australia","4m 12s","2020-03-02T08:30:01Z"
T1j8Vxi3AoM,"Chanel Miller: Why she speaks out about her sexual assault | 60 Minutes Australia","5m 57s","2020-03-02T08:00:02Z"
22gnEKGh4Ko,"High School Principal sues parents over defamatory social media comments | 60 Minutes Australia","25m 20s","2020-03-01T20:00:00Z"
PM7typ7DvwM,"Chanel Miller: Emily Doe in the Brock Turner sexual assault trial speaks out | 60 Minutes Australia","20m 34s","2020-03-01T11:00:07Z"
