Video ID,Title,Length,Published
JhmWSQ_WpDU,Ukrainians flee Putin’s troops | DW Documentary,28m 27s,2022-03-27T15:00:06Z
oKQMzgkPdoQ,Russian exiles and the war in Ukraine | DW Documentary,12m 26s,2022-03-22T18:00:30Z
y4VqbURh_-0,A war unfolding - The struggle for Ukraine | DW Documentary,28m 26s,2022-03-22T14:00:31Z
_t6sg2C-jqw,Our drinking water - Is the world drying up? | DW Documentary,42m 27s,2022-03-20T17:00:18Z
R-0NsJ6RgJ0,America's Black upper class - Rich successful and empowered | DW Documentary,42m 26s,2022-03-18T17:00:28Z
1pCjX2-JCm0,Fighting female genital mutilation | DW Documentary,28m 27s,2022-03-15T17:00:01Z
kbQI51B1jmM,Germany divided over coronavirus | DW Documentary,12m 27s,2022-03-14T17:00:25Z
s1WXIwrW3aQ,The Amazon in danger - Indigenous peoples and their struggle for the rainforest | DW Documentary,1h 24m 2s,2022-03-10T17:00:39Z
IZshARHEKiY,Ukraine: The first days of the war | DW Documentary,12m 27s,2022-03-04T17:30:04Z
JsPHKDuP-Hk,The end of a superpower - The collapse of the Soviet Union | DW Documentary,53m 25s,2022-03-03T20:00:04Z
o3MsINzAN30,The fight for Africa's rhinos | DW Documentary,28m 27s,2022-03-02T17:15:44Z
uLCT6m10A-0,Mountaintop mailbox: Réunion mail carriers | DW Documentary,12m 26s,2022-02-28T17:00:46Z
tFQ9BXkm0LI,New forests for greater climate protection? | DW Documentary,25m 57s,2022-02-27T17:00:26Z
r8c3_T9QfnY,By train from St. Moritz to the Matterhorn - The Glacier Express | DW Documentary,42m 27s,2022-02-24T17:00:35Z
nvjf1CCyB9M,Moving to Chernobyl - Embracing radiation to escape war | DW Documentary,28m 28s,2022-02-22T17:00:34Z
TyBkLqdK4is,Varosha: A glimmer of hope for Cyprus | DW Documentary,12m 27s,2022-02-21T17:00:30Z
wpg3lclTXTY,Argentina: Return of the jaguars | DW Documentary [Nature Documentary],42m 31s,2022-02-16T17:00:41Z
RAmHDM6VYs8,The billion-dollar waste business | DW Documentary,12m 26s,2022-02-14T17:00:27Z
YhPPP_w3kNo,Fast fashion - The shady world of cheap clothing | DW Documentary,42m 27s,2022-02-11T17:00:20Z
S33bTCrv-vE,Evangelical Christians in the USA | DW Documentary,42m 10s,2022-02-09T17:00:14Z
IG5PUtMy29Y,Berlin's Cold Bus: Helping the homeless | DW Documentary,12m 27s,2022-02-07T17:00:21Z
sdHEpsuKYZg,The new cancer drugs - Helpful or harmful? | DW Documentary,42m 24s,2022-02-03T17:00:37Z
ik5SAOQQRDA,Homelessness in Germany - What if you can’t afford a home? | DW Documentary,28m 27s,2022-02-01T17:00:34Z
v46tdSYtxS0,Man against machine - Coal climate and the future | DW Documentary,12m 26s,2022-01-31T17:00:27Z
8UbKpTwGuSs,Megacity Mumbai - From slums to skyscrapers | DW Documentary,41m 57s,2022-01-29T17:00:11Z
sUQVITjD22E,On the spectrum and on the Seven Seas | DW Documentary,12m 32s,2022-01-28T17:00:27Z
S0ux4vT1bQ4,Motor racing - Going for the record | DW Documentary,42m 26s,2022-01-26T17:00:55Z
LkmdfxMQrkI,Surviving the Holocaust - Uncovering secret hideouts | DW Documentary,28m 27s,2022-01-25T22:00:06Z
8xOUm8BtALU,The stolen children from La Réunion | DW Documentary,12m 27s,2022-01-24T17:00:10Z
QEyMRUvLF7Y,Controversy over reintroducing the lynx in Europe | DW Documentary,25m 57s,2022-01-21T17:00:15Z
cJR8NVjzlGc,Postcolonial Europe: The significance of memory | DW Documentary,26m 2s,2022-01-19T17:00:29Z
fUG9B5rjV0I,Melting mountains - Rising temperatures in Lapland | DW Documentary,28m 33s,2022-01-18T17:00:28Z
T9QOrjxgHFw,30 years after the collapse of the USSR - Spring of hope or winter of despair? | DW Documentary,12m 28s,2022-01-17T17:00:20Z
2pwZ6_VgxB4,Deadly ocean trash - The impact of ghost nets | DW Documentary,28m 27s,2022-01-04T17:00:02Z
_HTdyorjL0E,Girls for Future and their fight against the global climate crisis | DW Documentary,1h 28m 11s,2021-12-23T17:00:18Z
Chkro9-ITYM,Socotra - The treasure island between Yemen and Somalia | DW Documentary,28m 26s,2021-12-21T17:00:06Z
_hpYBBiE184,Germany: Flood-hit areas brace for winter | DW Documentary,12m 27s,2021-12-20T17:00:34Z
jIyOi4aVXMU,Is totalitarianism making a comeback? | DW Documentary,42m 27s,2021-12-19T17:00:29Z
ITS4dP5a8LY,Pope Francis and the gentle revolution | DW Documentary,25m 50s,2021-12-17T17:00:23Z
87rP26EIK70,The future of education - Virtual learning | DW Documentary,42m 26s,2021-12-16T17:00:11Z
TBCzVxFcaKg,Dark secrets of German museums | DW Documentary,25m 57s,2021-12-15T17:00:18Z
Mf1ds46ibn4,Syria: Animal rescue in times of war | DW Documentary,12m 27s,2021-12-13T17:00:12Z
otmp2NqDDX8,Taiwan vs. China - The rocky road to democracy | DW Documentary,42m 26s,2021-12-12T17:00:36Z
1akcYVlAvjE,Organized crime in Montenegro: Sweeping up corruption | DW Documentary,12m 27s,2021-12-06T17:00:04Z
5UT889YeCuo,Eroticism death and the devil - How Gothic art captivates us | DW Documentary,42m 26s,2021-12-05T17:00:03Z
mnVKhYRPHag,Achieving the impossible: Top athletes overcome boundaries | DW Documentary,42m 27s,2021-12-02T17:00:28Z
QQ8cmVR56iI,Care worker shortage in Germany and the business of private recruitment agencies | DW Documentary,28m 26s,2021-11-30T17:00:13Z
S5lpR5hpCx0,Fresh faces in the German parliament: What do the youngsters want? | DW Documentary,12m 27s,2021-11-29T17:00:14Z
UavrCMXP2H0,Toxic chemicals - A menace to bees and farmland | DW Documentary,42m 26s,2021-11-24T17:00:32Z
bToc8nfNhxo,Portugal - Modern slavery for an EU passport | DW Documentary,28m 33s,2021-11-23T17:00:19Z
Tmy77e_vn0k,Kenya's fight against Corona and the stalled vaccination campaign | DW Documentary,12m 27s,2021-11-22T17:00:15Z
VMZtG0O9sbU,Revolution in medicine - BioNTech mRNA and the Covid-19 vaccine | DW Documentary,42m 27s,2021-11-21T17:00:29Z
lhcI_63VHdE,Saving abused animals - Dog rescue in Turkey | DW Documentary,12m 27s,2021-11-15T17:00:23Z
1gBwyk4MGG8,Can indigenous knowledge save the world? | DW Documentary,25m 59s,2021-11-10T17:00:01Z
1iuQjyMP8_c,Disappearing beaches - The trouble with sand | DW Documentary,28m 27s,2021-11-09T17:00:01Z
ZBluaccS4j4,Spain: Eruption on the island of La Palma | DW Documentary,12m 27s,2021-11-08T17:00:33Z
jWOlugUj4Qk,Why are autocrats popular? - Assault on democracy | DW Documentary,42m 27s,2021-11-06T17:00:20Z
4sn0ecqZgog,Is green hydrogen the answer to the climate crisis? | DW Documentary,28m 26s,2021-11-02T17:00:07Z
ILF4q-1Clwc,Afghanistan: Kabul under the Taliban | DW Documentary,12m 27s,2021-11-01T17:00:10Z
AxIRCHWL-HM,A state prosecutor hunts the tax mafia | DW Documentary,42m 27s,2021-10-27T16:00:11Z
SZbl99x_kV8,The EU climate deal | DW Documentary,28m 25s,2021-10-26T16:00:19Z
Qp4Cp7cMt0Q,A lawyer fights for rights in India-administered Kashmir | DW Documentary,12m 27s,2021-10-25T16:00:12Z
23vUvQN-R1Y,The truth behind fast fashion - Are fashion retailers honest with their customers? | DW Documentary,28m 27s,2021-10-19T16:00:00Z
saEboNpsFy8,Rescued: From Afghanistan to the US | DW Documentary,12m 27s,2021-10-18T16:00:34Z
7gSU_Xes3GQ,China - Surveillance state or way of the future? | DW Documentary,42m 27s,2021-10-17T16:00:04Z
BEMl5nHbKLo,Afrobeats - Nigeria's groove goes global | DW Documentary,25m 57s,2021-10-16T16:00:03Z
FHK7x0hL64E,Hidden Mafia in Germany’s former East | DW Documentary,42m 27s,2021-10-14T16:00:11Z
VQJqZCQj3SQ,Young Germans visit Auschwitz | DW Documentary,12m 27s,2021-10-11T16:00:28Z
M9ZJJmEO91M,Can games make our lives better? - Gamification | DW Documentary,25m 56s,2021-10-09T16:00:08Z
cmXzmzp1wQI,Turkish fashion: From hijabs to streetwear | DW Documentary,25m 53s,2021-10-08T16:00:31Z
iQuwhR99YdA,Extreme weather rising sea levels devastating floods - The global climate crisis | DW Documentary,28m 27s,2021-10-05T16:00:20Z
3T9toOZYs0s,Business fights climate change | DW Documentary,12m 27s,2021-10-04T16:00:02Z
IyFa8Kxs0kI,Germany votes - The winners and the losers | DW Documentary,28m 26s,2021-09-28T16:00:15Z
6Fwj92W3BXs,Farewell Frau Merkel - Foreign correspondents and the German Chancellor | DW Documentary,12m 27s,2021-09-27T16:00:03Z
6i2sJwxw5Uc,Is Parkinson's disease related to pesticide use? | DW Documentary,42m 24s,2021-09-26T16:00:09Z
p5-sUflP8Ek,Germans at the end of Merkel's grand coalition | DW Documentary,42m 27s,2021-09-23T16:00:18Z
Jv9Rhi_hw70,Germany before the election | DW Documentary,28m 27s,2021-09-21T16:00:08Z
WYD7P6CLbNA,German election: Rejuvenating politics | DW Documentary,12m 27s,2021-09-20T16:00:31Z
q1adV0O7JmA,Dogs & us - The secrets of an unbreakable friendship | DW Documentary,42m 27s,2021-09-19T16:00:34Z
YJLzd8EK__g,Angela Merkel - Navigating a world in crisis | DW Documentary,1h 26m 46s,2021-09-17T16:00:10Z
sqTT4d21I4s,The child slaves of Myanmar | DW Documentary,42m 27s,2021-09-16T16:00:36Z
hRkfFYvOLr8,Profit vs. ethics: Saving livestock from the slaughterhouse | DW Documentary,28m 28s,2021-09-14T16:00:18Z
-z_W3yRA9I8,Big Pharma - How much power do drug companies have? | DW Documentary,42m 27s,2021-09-12T16:00:01Z
cFyGUs1eQGA,The children of 9/11 - Growing up in the shadow of terror | DW Documentary,42m 27s,2021-09-11T16:00:18Z
PXgqUaw4_ZM,9/11: The forgotten heroes of Ground Zero | DW Documentary,12m 27s,2021-09-10T18:00:07Z
9Ma1gNXKjxM,Help after the earthquake in Haiti | DW Documentary,12m 27s,2021-09-06T16:00:08Z
b5vM1jZJ60E,Families from Israel and Gaza fight together for peace | DW Documentary,42m 27s,2021-09-02T16:00:32Z
x5SH5ozR0E8,German politicians aid the Aliyev regime in Azerbaijan | DW Documentary,28m 27s,2021-08-31T16:00:23Z
Ny_X4ZSbuKA,Refugees on EU’s doorstep | DW Documentary,12m 27s,2021-08-30T16:00:10Z
mkeCUFpIDFc,Cambodia: The forgotten temple of Banteay Chhmar | DW Documentary,42m 27s,2021-08-28T16:00:20Z
09k4jOxPuz0,Why aren’t more women in politics? | DW Documentary,28m 27s,2021-08-24T16:00:00Z
lUuhpwgyZsA,The world’s oldest virus research lab | DW Documentary,42m 27s,2021-08-21T16:00:34Z
3b64-1vz1FM,Beats 'n' Bibles - The clerical rebels | DW Documentary,12m 27s,2021-08-16T16:00:01Z
haxkWC6MgcQ,The Stasi and the Berlin Wall | DW Documentary,42m 27s,2021-08-11T16:00:17Z
7M59_BV2rOA,Portugal's avocados: Green gold or ecological nightmare? | DW Documentary,28m 27s,2021-08-10T16:00:03Z
GvHIz2V5gAQ,No fish no future – the disappearing lake | DW Documentary,12m 27s,2021-08-09T16:00:07Z
n4wvXBOfXv8,Will roots save the world? | DW Documentary,42m 27s,2021-08-05T16:00:33Z
PgvqNz4J_2k,A year after Beirut's deadly blast | DW Documentary,28m 27s,2021-08-03T16:00:10Z
kZ2XKJ4hnyY,Trafficking women in Europe – the Nigerian Mafia in Italy | DW Documentary,12m 27s,2021-08-02T16:00:20Z
OEY0Qc_AOMc,Europe after the rain | DW Documentary,42m 27s,2021-07-30T16:00:25Z
WPcoTAwJyTQ,Can nature itself save us from the effects of climate change? | DW Documentary,28m 27s,2021-07-27T16:00:25Z
8yilkiOfSWo,Germany and the impact of extreme weather | DW Documentary,26m 2s,2021-07-25T18:00:05Z
78VKNhaN7v0,Dictating virginity | DW Documentary,42m 24s,2021-07-24T16:00:03Z
9c_gHVimTjY,Disastrous floods in western Germany - The Eifel disaster | DW Documentary,28m 27s,2021-07-23T16:00:15Z
CPIpFU3JEl0,Germany after the flooding | DW Documentary,12m 27s,2021-07-22T17:00:05Z
xXXZZfiT0T0,Tokyo 2021: Countdown during lockdown | DW Documentary,42m 33s,2021-07-18T16:00:20Z
_Ojj7NtjvfA,Conservation vs. economy – the marble quarries of Carrara | DW Documentary,25m 55s,2021-07-17T16:00:32Z
0BMdQPBLPcM,Syria: The mysterious kidnapping of human rights lawyer Razan Zaitouneh | DW Documentary,12m 27s,2021-07-17T07:00:00Z
tVI_Zxolevw,The world's biggest family - An anonymous sperm donor's legacy | DW Documentary,41m 22s,2021-07-16T16:00:27Z
EJi3Vxdyqv0,How technology makes life easier – and what’s still up to you / UNSEEN (5/5) | DW Documentary,12m 20s,2021-07-14T16:00:05Z
E-QcTTngCeo,George W. Bush reflects on Angela Merkel's legacy (Exclusive interview) | DW Documentary,26m 53s,2021-07-14T08:00:06Z
VWQAduzSq2k,Hong Kong: Free press in peril | DW Documentary,12m 27s,2021-07-12T16:00:13Z
3YZIObdGr_A,Women mental health and equality / HER - Women in Asia (Season 1) | DW Documentary,31m 54s,2021-07-10T16:00:06Z
Hh1Do3PQCWA,How to cope with traffic jams (without going crazy) / UNSEEN (4/5) | DW Documentary,15m 5s,2021-07-07T16:00:06Z
VeWeF9yh_JM,Brazil: How humans are destroying paradise | DW Documentary,28m 22s,2021-07-06T16:00:10Z
NiSStDkawcE,Moutai – China's communist spirit | DW Documentary,12m 27s,2021-07-05T16:00:18Z
CCtJ4Ta_1-c,Beauty body and mind / HER - Women in Asia (Season 1) | DW Documentary,31m 20s,2021-07-04T16:00:11Z
4_Ct8VsYnPM,Finding Mr. Right and the meaning of marriage / HER - Women in Asia (Season 1) | DW Documentary,28m 12s,2021-07-02T16:00:02Z
P392ewvC_w4,A palace for Berlin and the world? | DW Documentary,42m 26s,2021-07-01T16:00:10Z
9BTrzAGhy8U,Fighting the floods: how not to lose your city / UNSEEN (3/5) | DW Documentary,12m 59s,2021-06-30T16:00:04Z
Lb_dBYkVVCI,Hunting down the mafia in Italy | DW Documentary,28m 27s,2021-06-29T16:00:08Z
7DbbjT2cRSs,Lesbos: Football coach gives refugees hope | DW Documentary,12m 32s,2021-06-28T16:00:04Z
b8F1jp05vsA,Italy tackles rural exodus | DW Documentary,25m 55s,2021-06-26T16:00:30Z
acMYHAmNLlE,How to avoid microplastics in your food / UNSEEN (2/5) | DW Documentary,12m 58s,2021-06-23T16:00:00Z
vySk5UUh-gY,Orlando five years after the massacre | DW Documentary,12m 27s,2021-06-21T17:00:24Z
LZjiEggYglM,Lithium – new gold rush in the Andes | DW Documentary,28m 27s,2021-06-20T16:00:07Z
KrsGQpSv5Co,Keeping your kids safe from air pollution / UNSEEN (1/5) | DW Documentary,14m 5s,2021-06-16T16:00:09Z
Z6VOnI2H95Q,Spain: Pilgrims back on the way of St. James | DW Documentary,12m 27s,2021-06-14T16:00:16Z
1oJhQSjkYsU,Afghanistan: Helping drug addicts | DW Documentary,12m 27s,2021-06-07T16:00:01Z
Mp-HhTucfhE,Chemical weapons in Germany | DW Documentary,42m 27s,2021-06-06T16:00:09Z
4kbLFBcBB4A,Do whales and humans speak the same language? | DW Documentary,42m 27s,2021-06-05T16:00:02Z
fITLj7jEuVM,The pandemic and young people – their hopes dreams and fears | DW Documentary,28m 27s,2021-06-01T16:00:31Z
Fl2I1Vi-y9U,Russia's environmental issues | DW Documentary,12m 27s,2021-05-31T16:00:14Z
C6wY2b9amnA,China's competition for living space | DW Documentary,42m 27s,2021-05-30T16:00:12Z
Vl2DMciDYDE,Naples new blood and the Mafia | DW Documentary,12m 27s,2021-05-27T16:00:25Z
ib9Z7lublQE,How does North Korea finance a nuclear weapons program? | DW Documentary,42m 26s,2021-05-26T16:00:31Z
7nJkKOODqlI,The business of fertility – egg donation and surrogacy in Europe | DW Documentary,28m 26s,2021-05-25T16:00:06Z
3TSi1qi67VQ,Abu Dhabi's refuge for endangered species | DW Documentary,42m 27s,2021-05-22T16:00:02Z
d153K8aEjmw,Living with learning disabilities – training as teachers | DW Documentary,28m 25s,2021-05-18T16:00:15Z
P9vg9KcQTmg,Poor in New York – survival and the city | DW Documentary,12m 27s,2021-05-17T16:00:08Z
_BUSiO3d9Zg,The dark side of social media – how can we protect children? | DW Documentary,25m 57s,2021-05-15T16:00:30Z
8FKR35OidyU,The limits of learning – kids in crisis | DW Documentary,12m 27s,2021-05-10T16:00:03Z
rp6cqaRZ-oQ,Rethinking capitalism | DW Documentary,25m 57s,2021-05-08T16:00:38Z
cGZ78J6AqVc,The German car industry's political muscle | DW Documentary,42m 26s,2021-05-07T16:00:16Z
5-fUi8UX_Hs,Scotland: A future outside of the United Kingdom? | DW Documentary,28m 27s,2021-05-04T16:00:04Z
JE0e61q8x9E,Vaccinating against COVID-19 in Alaska | DW Documentary,12m 27s,2021-05-03T16:00:17Z
kBH_x7rkU2o,The Congo: Militias and violence | DW Documentary,12m 32s,2021-04-27T16:00:17Z
D9k0RHOF0NU,Amen with a difference and an online blessing | DW Documentary,12m 28s,2021-04-19T16:00:05Z
4eGWHxbTSO8,Contest of the cathedrals – the Gothic period | DW Documentary,42m 27s,2021-04-18T16:00:03Z
WcIFvzSC9KY,How is COVID-19 changing the way we die? | DW Documentary,28m 26s,2021-04-13T16:00:11Z
9Ps8AdM1opc,Germany: Syrian torture on trial | DW Documentary,12m 27s,2021-04-12T16:00:10Z
6_UvBLmdBMU,Contest of the cathedrals – the Romanesque period | DW Documentary,42m 27s,2021-04-11T16:00:02Z
X36vOYlh6AQ,Transylvania's Gábor – between tradition and modernity | DW Documentary,42m 27s,2021-04-09T16:00:15Z
DNUB2KKJDjQ,A Berlin pastor takes a stand | DW Documentary,12m 27s,2021-04-06T16:00:03Z
KaPLylJk89w,The life of the super-rich in Central Africa | DW Documentary,42m 27s,2021-04-03T16:00:20Z
SkmpgUDIwI0,Sex as a cultural battleground – Poland and the fight over sexual morality | DW Documentary,28m 27s,2021-03-30T16:00:11Z
tVPi_LEFpJk,Colombia: An airlift against COVID-19 | DW Documentary,12m 27s,2021-03-29T16:00:16Z
7_jvCwNVp68,Maldives: Fighting back the tides of trash | DW Documentary,25m 55s,2021-03-26T17:00:07Z
zRRbVdmlrrk,The consequences of injustice | DW Documentary,42m 26s,2021-03-24T17:00:32Z
UX_AMuNv1zs,Funerals in times of Covid-19 | DW Documentary,12m 32s,2021-03-22T17:00:08Z
j1z-gVc6HZg,Corona's consequences – how the pandemic is changing globalization | DW Documentary,42m 27s,2021-03-17T17:04:30Z
lnfZ-z-Ib7A,Battle to hunt in Sweden’s Arctic | DW Documentary,28m 27s,2021-03-16T17:00:14Z
2GwLpaqgF5A,Paris: Helping out in the coronavirus pandemic – Lulu dans ma rue | DW Documentary,12m 32s,2021-03-15T17:00:01Z
-tm_CzYQfis,Young Albanians defy poverty | DW Documentary,25m 57s,2021-03-13T17:00:01Z
ZoDGbSFJ3oI,Istanbul's only woman façade cleaner | DW Documentary,12m 32s,2021-03-12T17:00:28Z
u7bSW99yMIY,Exploiting the poor – sex slavery in Europe | DW Documentary,28m 26s,2021-03-09T17:00:32Z
h4yFRO-m0y0,Escape from Hong Kong to Britain – a life in exile | DW Documentary,28m 25s,2021-03-02T17:00:32Z
CThhxwDYcsY,Pay up or get out! Nairobi’s slumlords | DW Documentary,12m 32s,2021-03-01T17:00:11Z
InfpJFbMR1o,From an African refugee camp to the US | DW Documentary,42m 26s,2021-02-28T17:00:06Z
iDEn0qnjN9o,Everyday life in Kenya's capital Nairobi | DW Documentary,28m 25s,2021-02-23T17:00:18Z
6-CPA4uX9UQ,Russia: Petrovich hero of the taiga | DW Documentary,12m 32s,2021-02-22T17:00:01Z
dE4mBjQ_s84,Young German and Jewish | DW Documentary,42m 24s,2021-02-21T17:00:29Z
ir4DgZFTbuY,Climate change in Romania | DW Documentary,25m 55s,2021-02-20T17:00:14Z
V2C0sMXyD80,China's gateway to Europe – the New Silk Road (2/2) | DW Documentary,42m 27s,2021-02-19T17:00:11Z
gVhb_PaatOg,Leaving the ultra-orthodox – Jews seeking a new life in Germany | DW Documentary,28m 25s,2021-02-16T17:00:12Z
XZP93IEudag,Xinjiang: China's Muslim minorities | DW Documentary,12m 32s,2021-02-15T17:00:23Z
ExcB9ISbccg,Does a vaccine spell the end of the coronavirus pandemic? | DW Documentary,28m 23s,2021-02-09T17:30:01Z
EyA__2HRdOw,Cameroon: A priest and the fight for more education | DW Documentary,12m 32s,2021-02-08T17:00:05Z
swYmpcljNU8,Witnesses of the Shoah: Faces and memories | DW Documentary,12m 32s,2021-02-01T17:05:43Z
JvugagwgWfI,Moria: The EU's failed refugee policy | DW Documentary,42m 25s,2021-01-31T17:00:07Z
VKluES_mt8U,When antibiotics are outsmarted | DW Documentary,25m 55s,2021-01-30T17:00:24Z
V8QmqHfy-EI,The Warsaw Ghetto | DW Documentary,42m 26s,2021-01-27T17:00:12Z
o_nBovjt2fo,Onwards to New Delhi – a farmer's protest | DW Documentary,12m 32s,2021-01-26T19:00:17Z
5dfbW8FfHbQ,Egyptian women and the Arab Spring (2/2) | DW Documentary,28m 26s,2021-01-26T16:30:01Z
fbCSYJDeoCI,Egyptian women and the Arab Spring (1/2) | DW Documentary,28m 27s,2021-01-25T19:00:09Z
8p8tFcIQ8K4,Who were the Neanderthals? | DW Documentary,42m 26s,2021-01-23T17:00:03Z
npGwq_ZxVKk,A train ride into Japan's past | DW Documentary,42m 26s,2021-01-20T17:00:21Z
2YicDtJHpew,The USA divided: America after Trump | DW Documentary,12m 32s,2021-01-18T17:00:01Z
1lKOQpz9wg0,Can green investment change the world? | DW Documentary,25m 55s,2021-01-15T17:00:01Z
L_sXUOGXaMg,Battling coronavirus in Germany – doctors on the frontline | DW Documental,28m 27s,2021-01-12T17:00:08Z
VnlYM6_x2yo,Belarusian activists find refuge in Lithuania | DW Documentary,12m 32s,2021-01-11T18:00:07Z
J26kgGn5TdQ,Nazi prejudice and propaganda – the racist crimes against the children of shame | DW Documentary,42m 26s,2021-01-10T17:00:11Z
cvjV9Flt5zE,The cruelty of animal transports | DW Documentary,42m 26s,2021-01-09T17:00:27Z
TfXbzbJQHuw,New York City rich and poor — the inequality crisis | DW Documentary,42m 25s,2021-01-07T17:00:31Z
lqKjGCJfpnQ,The last nomads of Borneo | DW Documentary,42m 25s,2021-01-06T17:00:32Z
Cqkd3DN5rcc,Europe’s toughest dogsled race | DW Documentary,28m 26s,2021-01-05T17:00:04Z
9fuUpZeC4Lo,Opera during the pandemic | DW Documentary,12m 32s,2021-01-04T17:00:09Z
EzJqbR2rPwY,Antarctica: A message from another planet | DW Documentary,42m 26s,2021-01-02T17:00:03Z
c6xtnE-wurM,Millionaire life — not as easy as it sounds | DW Documentary,42m 26s,2021-01-01T17:00:10Z
mn4oanrNQV0,A Siberian skater’s 80 years on the ice | DW Documentary,12m 32s,2020-12-28T17:00:32Z
sdB0_oVInuk,Tour of the Arctic (2/2) – from Greenland to Alaska | DW Documentary,42m 26s,2020-12-27T17:15:03Z
gD89hfPh4vY,Tour of the Arctic (1/2) – from Svalbard to Siberia | DW Documentary,42m 26s,2020-12-27T17:00:12Z
VGzxmxhVJ9w,Coronavirus complications | DW Documentary,28m 25s,2020-12-22T17:00:11Z
xJDwBjpOIEc,Jerusalem's Father Christmas | DW Documentary,12m 32s,2020-12-21T17:00:24Z
8yoRWxfGxTw,Italian fishermen in Libyan custody | DW Documentary,12m 32s,2020-12-14T17:00:03Z
uA2QQnpaOPk,Beirut's cultural decline | DW Documentary,12m 34s,2020-12-12T17:00:19Z
kc4EDmdePQ4,Can Africa's forests help save the world? (Director's cut -- reupload) | DW Documentary,29m 25s,2020-12-11T17:00:15Z
fBnT0tsLqGQ,China's gateway to Europe – the New Silk Road (1/2) | DW Documentary,42m 30s,2020-12-07T17:00:13Z
b58b-BvWEpo,Oil promises – how oil changed a country | DW Documentary,1h 24m 53s,2020-12-03T17:00:13Z
gqJo6kC5q_M,The marriage market for Indian HIV patients | DW Documentary,42m 26s,2020-12-02T17:30:02Z
D0X7KSQ46SE,Overcoming coronavirus | DW Documentary,12m 32s,2020-11-30T17:00:04Z
KIEOuKD9KX8,When food becomes scarce – high-tech farms of the future | DW Documentary,25m 57s,2020-11-28T17:00:11Z
-rZkdPXP6H4,What happened to Otto Warmbier in North Korea? | DW Documentary,42m 26s,2020-11-27T17:00:00Z
Wqpa5s8FEds,Fighting sexual violence in the Congo | DW Documentary,42m 26s,2020-11-26T17:00:17Z
I4KpZ2MeSE0,Cash or card – will COVID-19 kill cash? | DW Documentary,28m 27s,2020-11-24T19:00:02Z
3IpZko0EPXo,Curaçao and climate change | DW Documentary,12m 32s,2020-11-23T17:00:01Z
p6EzF5HpzBo,Norway and CO2 emissions | DW Documentary,25m 57s,2020-11-21T17:00:13Z
yKg_JP3z1o4,Street children in the Philippines | DW Documentary,42m 25s,2020-11-19T17:00:14Z
IhmT7ceSH7w,Love and sex in the internet age | DW Documentary,42m 26s,2020-11-18T17:00:04Z
3Yu-0NqC_uw,On stage with Down syndrome | DW Documentary,12m 32s,2020-11-16T17:00:01Z
KqM9O6vs9nY,Lehmann - the last cultural diplomat | DW Documentary,41m 25s,2020-11-15T17:00:08Z
qMbaY8dCfUM,Nazis on trial | DW Documentary,12m 32s,2020-11-09T17:00:12Z
FGAZeLGEYIY,Will the next pandemic start in Brazil? | DW Documentary,28m 26s,2020-11-03T17:00:08Z
Z-PY_m5MObY,The man who makes wishes come true | DW Documentary,12m 34s,2020-11-02T17:00:07Z
PdYcJldzOdw,Boeing – what caused the 737 Max to crash? | DW Documentary,42m 25s,2020-11-01T17:00:05Z
2LelUHLl-xM,The power of the pharmaceutical companies | DW Documentary,42m 27s,2020-10-28T17:30:01Z
6YS7zPJT06Q,The radical states of America | DW Documentary,28m 26s,2020-10-27T17:00:01Z
LuWYdSBJLNM,Coronavirus – making ends meet in New York | DW Documentary,12m 32s,2020-10-26T17:00:11Z
KR62f4KtLdo,Trump's America | DW Documentary,42m 26s,2020-10-25T16:00:07Z
IsqSwMsI_mc,Internet from space | DW Documentary,42m 26s,2020-10-23T16:15:01Z
-QxuqC6hN60,The Evictors: In the name of the law? | DW Documentary,12m 32s,2020-10-19T16:00:01Z
g82OtWou3tI,Healthy eyes – new therapies maintain sight | DW Documentary,42m 27s,2020-10-16T16:00:09Z
b1Enrzgrl1w,Fine-tuning the climate | DW Documentary,42m 26s,2020-10-14T16:15:05Z
SBPe8qZBgVc,A COVID-19 survivor versus corona skeptics | DW Documentary,12m 32s,2020-10-13T16:00:06Z
vrbyyIKariE,The risks from Covid-19 | DW Documentary,12m 32s,2020-10-06T16:00:14Z
Y4Z2u0jACcs,Back to school at 63 | DW Documentary,12m 32s,2020-10-03T16:00:08Z
4DVah3bZlV8,The murder of Jamal Khashoggi | DW Documentary,42m 26s,2020-10-01T18:00:00Z
VPEOcjrWkCQ,Turning the tide in the Caribbean | DW Documentary,28m 27s,2020-09-29T16:00:14Z
hNymiNCGjQs,A nurse moves to Germany | DW Documentary,12m 32s,2020-09-21T16:30:01Z
bybyUTIU-qo,Life as Jewish settler in the West Bank | DW Documentary,12m 32s,2020-09-16T16:00:08Z
BPRM8cjilbk,Radical Militias in the US | DW Documentary,12m 32s,2020-09-14T16:00:03Z
D9-0N_awrCs,World champion athlete and Holocaust survivor Shaul Ladany | DW Documentary,42m 27s,2020-09-12T16:00:03Z
4aWHEMvy46Y,How contract workers are exploited | DW Documentary,28m 27s,2020-09-08T18:00:01Z
sIQypOBMqZo,China meets Germany - in the kitchen | DW Documentary,12m 31s,2020-09-07T16:00:25Z
L-i5zj4u7fs,Images of the refugee crisis | DW Documentary,42m 26s,2020-09-04T18:30:01Z
