"Video ID",Title,Length,Published
ieR7R2UzQC8,"Why It Took a Decade to Launch The James Webb Space Telescope | Compilation","23m 1s","2022-01-22T01:47:59Z"
"-HGm2SSRaDs","Can Moon Colonies Get Oxygen From the...Moon?","6m 5s","2022-01-11T20:00:00Z"
75iHWp3vTOw,"Keeping the Fungus Among Us in Space","6m 16s","2022-01-07T20:00:03Z"
fgkDZPEtf5E,"The Night Sky in Infrared","6m 4s","2022-01-04T20:00:11Z"
7HRgCLtV7mI,"The Most Anticipated Space Missions of 2022 | SciShow News","5m 40s","2021-12-31T20:00:04Z"
gQkKECc_S8E,"We Live in a Chimney","6m 7s","2021-12-22T00:58:04Z"
A3yZZyhbmzY,"The Mysterious Cosmic Explosion Called “The Cow” | SciShow News","5m 34s","2021-12-17T20:00:03Z"
ZtiMm4LhVx0,"The Star That’s Secretly a Lawn Sprinkler","7m 22s","2021-12-14T22:30:58Z"
hwmGU17tmjM,"Why This Galaxy Gets TWO Black Holes","5m 44s","2021-12-10T20:00:22Z"
dEnjMsOf0Pc,"The Hubble was Almost a $15B Disaster","6m 18s","2021-12-07T20:00:08Z"
lzt6U5ojHPk,"Some of Earth’s Water Was Created by the Sun? | SciShow News","6m 35s","2021-12-03T20:55:42Z"
V_j1nJoLtvc,"Black Holes: The Hungriest Things in the Universe | Compilation","32m 24s","2021-11-26T20:00:07Z"
won5F5ZfIuU,"Why Did We Keep Sealed Moon Samples?","6m 8s","2021-11-23T20:00:15Z"
"MA-YmlUsh_0","On Venus, You're Walking on Eggshells | SciShow News","6m 19s","2021-11-19T22:02:12Z"
Wg9vjHNvtHU,"How Do You Get Rid of Bacteria in Space Stations","5m 49s","2021-11-17T00:24:39Z"
b4d9MlCyxt4,"Can We Redirect Asteroids like in Armageddon? | SciShow News","5m 8s","2021-11-12T20:00:22Z"
02WnjE75DYk,"Can We Change Earth’s Orbit?","6m 12s","2021-11-09T20:10:50Z"
R4rvgq8Nu4c,"The Secrets Underneath Jupiter's Atmosphere","6m 10s","2021-11-05T22:52:28Z"
4y68D390KxU,"The Legendary Arecibo Radiotelescope","6m 13s","2021-11-02T22:52:14Z"
0PFzWWOf78g,"An Alternative to Dark Matter?","5m 40s","2021-10-29T19:43:08Z"
ogU1NnTIa8Q,"There’s a Rectangle Galaxy?","5m 25s","2021-10-26T22:47:59Z"
"L-WxDoMrpeY","Mind the (Solar System's) Gap","6m 7s","2021-10-22T22:08:18Z"
m7cHAiPhdWg,"Our Past Written in the Stars","5m 46s","2021-10-20T01:09:19Z"
9R5ca6Mg3v8,"This Planet Survived the Death of its Star","5m 43s","2021-10-15T21:33:47Z"
8FGP8niqvKM,"How Stars Freeze","6m 49s","2021-10-12T19:00:01Z"
"0Js7vZW8-AM","We Found a Planet That Orbits Three Stars..Maybe?","4m 43s","2021-10-08T19:23:38Z"
ipmMqLrCT9o,"Our First Glimpse of the Dark Side of the Moon","5m 14s","2021-10-06T01:22:46Z"
7JWbDx6xa_I,"Early Galaxies Ran on Empty Gas Tanks","6m 43s","2021-10-01T19:00:03Z"
podiGVktYoM,"Creating a Template for Habitable Exoplanets","6m 19s","2021-09-29T00:02:54Z"
sbyebWZf7JI,"Can You Build Homes in Space With Blood?","4m 58s","2021-09-24T21:38:13Z"
d9yvFB3g64Q,"There’s a Birth Control for Stars","5m 47s","2021-09-21T22:16:12Z"
TUyaMDoGgQg,"Making a Realistic Simulation of the Sun","6m 28s","2021-09-17T19:15:23Z"
XmUpvl0Ajxw,"Space Parachutes: Predicting the Unpredictable","6m 34s","2021-09-14T20:17:28Z"
VbsFNP82rWk,"The “Accident” That Revealed More About Our Cosmos | SciShow News","6m 47s","2021-09-10T22:13:15Z"
_LFEVSPvR88,"Luna 16: The Mission That (Finally) Could","5m 11s","2021-09-07T20:11:29Z"
KDVmF0UdaLo,"There Might be a New Kind of Habitable Planet!","6m 13s","2021-09-03T19:00:05Z"
mWVcG_aWtZQ,"The Milky Way Broke Its Arm","5m 49s","2021-08-27T19:09:20Z"
3NIJGU5cMNA,"The Biggest Comet Ever Found is Headed Our Way","5m 55s","2021-08-24T21:49:54Z"
"wJ-nkYNhR8k","What Saturn’s Rings Tell Us About Its Soupy Core","6m 7s","2021-08-20T19:00:15Z"
Cm2CciHTRd8,"In Space, No One Can Stop You From Welding","5m 8s","2021-08-17T19:39:13Z"
KPYUsCJP6xk,"How Space Shuttle Discovery got its Solar-powered Wings","5m 13s","2021-08-11T20:18:39Z"
sqHiFQ1tZhQ,"Great Minds: Dr. Judith Resnik and the Icebusters","5m 20s","2021-08-10T19:42:52Z"
qLgjqEfzITQ,"The Two Asteroids That Shouldn’t Be There","5m 51s","2021-08-06T19:00:14Z"
"0HQiDPoT-4A","The First-Ever Map of Mars’s Interior","5m 40s","2021-07-30T19:00:01Z"
AmRPBBqEkIQ,"A Raindrop Is a Raindrop, Even When It’s Metal","5m 25s","2021-07-27T20:24:09Z"
E16Cm4LBnL4,"How Big Are the Mountains on a Neutron Star?","6m 24s","2021-07-23T19:18:51Z"
8EsL5t9h8bE,"How Do You Trace a Meteorite Back To Its Home?","6m 20s","2021-07-20T22:10:15Z"
OrnPvjSbmEc,"The Sun’s Electric Field Isn’t as Strong as We Thought!","7m 1s","2021-07-16T19:00:06Z"
1QYrSv42M6E,"Could Solar Panels in Space Solve all Our Energy Needs?","6m 42s","2021-07-13T22:09:30Z"
"Ht_yyEHVP-E","Crawl Me to the Moon","6m 17s","2021-07-06T23:16:49Z"
"CtzBjkqxR-0","We’ve Found a New(ish) Type of Supernova","5m 47s","2021-07-02T19:00:08Z"
hdREwqmG10I,"3 Ways to Explore the “Ignorosphere""","6m 20s","2021-06-29T21:13:00Z"
XZI1d5clrQw,"Dark Matter is Slowing Down the Milky Way","5m 2s","2021-06-25T19:00:10Z"
ES8dwIrWI2I,"One step closer to real warp drives?","5m 22s","2021-06-22T19:00:04Z"
CCXOmTRX7Fo,"Catching Solar Wind: A Truly Endless Energy Source?","6m 45s","2021-06-15T19:00:02Z"
QVkritTanhg,"Returning to Venus and Getting a Closer Look to Ganymede","5m 9s","2021-06-11T22:56:37Z"
PyneXgty0UM,"Why We Want to Find Plate Tectonics in Space","5m 50s","2021-06-08T22:07:18Z"
Ab6oUDPnTNg,"Forecasting the Weather...on the Sun","6m 15s","2021-06-04T22:26:15Z"
v9gj0KPcvds,"The Unsung Mission That Made Apollo Possible","5m 24s","2021-06-01T20:53:16Z"
"j8f-H1DAwZE","There's another Milky way out there","6m 53s","2021-05-28T21:15:29Z"
9OyBdosQ0xQ,"The Glow of Life | Great Minds: Emmett Chappelle","5m 49s","2021-05-25T20:03:25Z"
l_nfpDhj7JY,"Active Volcanoes on Mars?","5m 38s","2021-05-21T23:14:13Z"
GqYcbj7nHhA,"What the Crater that Impacted the Dinosaurs Taught Us About Mars","5m 57s","2021-05-19T16:20:38Z"
mgWiha1D6RE,"New Ways to Study Interstellar Space... With Voyager!","6m 52s","2021-05-14T21:18:44Z"
"ER-S7FJ-38E","Will Space Settlers Live in Fungi Buildings?","5m 53s","2021-05-11T19:18:48Z"
GfabqoLh06M,"Why We Didn't Know How Long a Venus Day Was","6m 9s","2021-05-07T22:07:29Z"
7p0uqmbEY9o,"The First Time We Landed on Mars","5m 22s","2021-05-04T23:48:57Z"
wR_QgYyzwwQ,"MOXIE and SpaceX launch","5m 41s","2021-04-30T19:55:09Z"
FIJ8dOwPyC4,"The Strangest Planets in the Universe | Compilation","25m 11s","2021-04-27T23:07:48Z"
TlnNOogIYYs,"Punching and Burning Space Rocks… for Science! | SciShow News","6m 3s","2021-04-23T20:33:19Z"
"9hxOMw-7aTM","Where Did the Big Bang Happen?","5m 37s","2021-04-20T19:00:08Z"
oOvdZvxO1rM,"The First Flight in Another Sky","5m 17s","2021-04-16T19:00:22Z"
YOXVMmPX4No,"Journey to the Center of a Neutron Star","5m 57s","2021-04-14T00:55:08Z"
_sMbusNjXbM,"What If Dark Energy Doesn’t Exist?","5m 58s","2021-04-09T22:55:07Z"
YAMmVolcZ1Y,"The Most Common Planet in the Universe?","5m 24s","2021-04-06T19:00:17Z"
vP3UEcJty1U,"The Pristine Visitor From Another Star","5m 47s","2021-04-03T01:11:32Z"
dvCYGL_GUSM,"4 Tiny Missions Answering the Biggest Questions in Astrophysics","10m 12s","2021-03-30T19:00:07Z"
qw8tZhWJwSM,"Maybe Mars's Ocean Never Left | SciShow News","5m 59s","2021-03-26T21:28:00Z"
fBdmevGBIpE,"How Does Titan Still Have an Atmosphere?","6m 13s","2021-03-23T19:00:07Z"
"vEY9Ix-0NSU","We Almost Didn't See the North Pole Space Hurricane | SciShow News","5m 42s","2021-03-19T22:18:01Z"
"WeXU-xtD5Vw","3 Mysteries Solved by Extraterrestrial Tsunamis","6m 18s","2021-03-16T22:09:34Z"
KDOjd6m4byA,"A Planet Only Half Covered in Volcanoes | SciShow News","5m 47s","2021-03-12T21:13:15Z"
2XDwnZKPmrM,"Asteroseismology: How to Explore Stars with Sound","5m 45s","2021-03-09T20:00:00Z"
PfZvMW6kAAk,"This Might Be a Brand-New Kind of Star | Space News","5m 51s","2021-03-05T23:54:15Z"
BdqqNlRJouE,"Could Dark Matter Stars Exist?","5m 24s","2021-03-02T20:00:01Z"
1OSbWzqXdOc,"Perseverance Landed on Mars! Now What? | SciShow News","5m 56s","2021-02-26T22:39:32Z"
duA2SRNtPFo,"The Surprising Benefits of Space Flies","6m 29s","2021-02-23T20:00:08Z"
1WhVhVjPGQA,"We Found a Planetary Graveyard | SciShow News","6m 14s","2021-02-20T00:00:20Z"
ZZ4Slh4tFnE,"Spacecraft Need New Heat Shields. Cue the Cuttlefish?","4m 50s","2021-02-16T23:46:44Z"
dRshRcwjvPg,"Phobos Is Hiding Secrets About Mars's Atmosphere | SciShow News","6m 23s","2021-02-12T23:43:20Z"
kBU9Luc4NuM,"How Did the Milky Way Get Its Spiral?","5m 54s","2021-02-09T20:12:01Z"
XQrhbOugH5Q,"Maybe There's No Phosphine on Venus | SciShow News","5m 38s","2021-02-05T23:22:00Z"
GuErXHIPS7A,"The Leviathan of Parsonstown","6m 31s","2021-02-02T20:16:41Z"
duKK4OJxiho,"NASA Is Giving Up on Their Mars Mole | SciShow News","5m 44s","2021-01-29T22:47:52Z"
YLMt8n1GwyI,"3 Cosmic Time Capsules","6m 39s","2021-01-26T20:00:05Z"
majAvePSL6s,"We Found Evidence of a Brand-New Particle | Space News","5m 45s","2021-01-22T22:58:15Z"
2h_QF27_ffM,"The Astronomical Records in… Trees?","5m 32s","2021-01-19T20:41:54Z"
wlibvh6yglo,"This Galaxy Is in the Midst of Dying | SciShow News","5m 37s","2021-01-15T22:30:31Z"
UYoeH1mvfYI,"Using Microbes to Mine Mars: The Future of Biomining","5m 18s","2021-01-12T20:00:04Z"
cOuNwX9agAI,"3 Ways Exoplanets Rocked Planetary Science","6m 35s","2021-01-08T20:00:06Z"
1ToESJjKen8,"An Unsung Hero of Astronomy: The International Ultraviolet Explorer","5m 32s","2021-01-05T20:00:00Z"
