Video ID,Title,Length,Published
T3LjzIumxbw,Rupert reads from Being Myself Chapter 13,3m 50s,2022-03-09T16:00:19Z
hIMDLsmkczE,The Direct Path to Peace and Happiness with Rupert Spira,1h 33m 4s,2022-03-08T17:05:32Z
E00g6xHUeTw,Podcast Episode 40: Jonny Wilkinson,1m 1s,2022-03-08T16:00:11Z
2LyHMle8cfw,Meditation: Return from the Adventure of Experience to Yourself,10m 3s,2022-03-06T16:00:01Z
RJUBzegZ7YY,How Can I Experience Everything as One Even Objects?,16m 4s,2022-03-04T16:00:16Z
fdl4V2Od7Vg,How Do I Stay Courageous While Facing Death? Ukraine War,5m 1s,2022-03-02T16:00:17Z
S_AymAN7x3Q,Rupert Chats About His Life and Spiritual Journey with Guru Viking,1h 24m 54s,2022-03-01T16:00:33Z
5eG4bihzuJM,Are the Body and Illness Pure Presence Materialised?,12m 9s,2022-02-27T16:00:03Z
KsDN_pk4-_c,Getting Back to Your True Self When Clarity Seems Lost,8m 18s,2022-02-25T16:00:09Z
4fL8x6EogFc,Rupert reads from Being Myself Chapter 12,2m 2s,2022-02-24T16:00:04Z
jOISOdjrQDo,How Do I Deal with Depression and Awaken Joy and Happiness?,7m 8s,2022-02-22T16:00:17Z
1hp5wGp3meE,The Spiritual Teacher Relationship Seen Differently,6m 2s,2022-02-20T16:00:36Z
nmvImU06arU,The Ego Is an Activity Not an Entity,11m 7s,2022-02-18T16:00:19Z
4pJwQEKsWPw,Podcast Episode 39: Guru Viking,1m 1s,2022-02-16T16:00:02Z
sM7H7MMMC-g,Rupert reads from Being Myself Chapter 11,4m 31s,2022-02-15T16:00:23Z
wd5cJoOesZQ,Stopping Thinking in Meditation is Not the Goal,11m 31s,2022-02-13T16:00:42Z
aDAFJEMDT_s,What is Enlightenment? How Can it Happen For Me?,17m 3s,2022-02-11T16:00:57Z
Ry4bOlJ8tgQ,Rupert reads from Being Myself Chapter 10,1m 18s,2022-02-09T16:00:10Z
gRoB6grnE0E,Meditation: Seeing The Nature of Our Self as Awareness,16m 34s,2022-02-08T16:00:26Z
EWOfxLYQ1fg,How Understanding the Nature of Reality Ends Suffering,1h 24m 47s,2022-02-06T16:00:27Z
icA6yzP9wFU,What is The Fastest Way to Freedom or Liberation?,11m 47s,2022-02-04T16:00:32Z
M3a9FCojUOs,Rupert reads from Being Myself Chapter 9,2m 26s,2022-02-01T17:00:12Z
3BleEfETm2Y,The Tantric Approach to Difficult Emotions,10m 54s,2022-01-30T17:00:01Z
FKQIHhr6cSM,How Are Feeling Suffering and Freedom Related?,5m 37s,2022-01-28T13:00:20Z
9aD58UN646M,Podcast Episode 38: Mark Vernon (Second Conversation),56s,2022-01-26T12:00:04Z
5jhVKsyxZnk,Rupert reads from Being Myself Chapter 8,2m 29s,2022-01-26T10:00:03Z
64D7Uq6Ob4U,Notice Feelings Come and Go but Awareness Remains,5m 4s,2022-01-21T17:00:05Z
ii89miW6pts,Rupert reads from Being Myself Chapter 7,2m 5s,2022-01-19T10:00:18Z
aBAM-NJvC3U,How The Law of Attraction and Non-Duality Relate,8m,2022-01-16T17:00:00Z
if_NlDuOhq0,World Religion Day – The Unity of Being,18m 16s,2022-01-16T10:00:20Z
WZAV-IkPJkI,Where Is This Spiritual Path Going?,4m 29s,2022-01-14T17:00:33Z
dYD_5veTV0w,Rupert reads from Being Myself Chapter 6,2m 39s,2022-01-12T10:00:14Z
Rsd21Ze1txE,Meditation: Meditation Isn't About Progress or Achievement,14m 21s,2022-01-09T17:00:16Z
nYWbMpUjRwQ,Stabilising in Peace,11m 45s,2022-01-07T17:00:37Z
4JkzmazmRxE,Rupert reads from Being Myself Chapter 5,1m 13s,2022-01-05T10:00:03Z
G8844oe6kf4,Podcast Episode 37: Neil Webster,1m,2022-01-04T18:00:06Z
IrxxmDo_VRk,Happiness Addiction and Objective Experience,9m 4s,2022-01-02T17:00:16Z
DU5xeaM7ReA,A New Year's Message from Rupert,4m 13s,2022-01-01T10:00:13Z
eYtuoO0Ofq8,Manifesting a Career as a Means of Expression,5m 57s,2021-12-31T17:00:27Z
rS0JrgTCpUg,Rupert reads from Being Myself Chapter 4,56s,2021-12-29T10:00:24Z
ajZHOptMo2I,From Suffering to Freedom – Jamie Robson,2h 8m 58s,2021-12-28T15:00:04Z
